i;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
6408;Application_1470184564;14;User_114;18;New credit;Other, see explanation;5000.0;A_Denied
6409;Application_1470184564;5;User_30;18;New credit;Other, see explanation;5000.0;A_Denied
7053;Application_2081147987;4;User_1;9;New credit;Home improvement;20000.0;A_Denied
7054;Application_2081147987;8;User_1;9;New credit;Home improvement;20000.0;A_Denied
7055;Application_2081147987;3;User_1;9;New credit;Home improvement;20000.0;A_Denied
7056;Application_2081147987;20;User_17;9;New credit;Home improvement;20000.0;A_Denied
7057;Application_2081147987;0;User_17;9;New credit;Home improvement;20000.0;A_Denied
7058;Application_2081147987;12;User_17;9;New credit;Home improvement;20000.0;A_Denied
7059;Application_2081147987;13;User_17;9;New credit;Home improvement;20000.0;A_Denied
7060;Application_2081147987;15;User_17;9;New credit;Home improvement;20000.0;A_Denied
7061;Application_2081147987;18;User_17;9;New credit;Home improvement;20000.0;A_Denied
7062;Application_2081147987;2;User_17;9;New credit;Home improvement;20000.0;A_Denied
7063;Application_2081147987;24;User_75;9;New credit;Home improvement;20000.0;A_Denied
7064;Application_2081147987;9;User_117;9;New credit;Home improvement;20000.0;A_Denied
7065;Application_2081147987;14;User_117;9;New credit;Home improvement;20000.0;A_Denied
7066;Application_2081147987;5;User_75;9;New credit;Home improvement;20000.0;A_Denied
7111;Application_1462703151;4;User_1;196;New credit;Car;5000.0;A_Denied
7112;Application_1462703151;8;User_1;196;New credit;Car;5000.0;A_Denied
7113;Application_1462703151;3;User_1;196;New credit;Car;5000.0;A_Denied
7114;Application_1462703151;20;User_71;196;New credit;Car;5000.0;A_Denied
7115;Application_1462703151;0;User_71;196;New credit;Car;5000.0;A_Denied
7116;Application_1462703151;12;User_71;196;New credit;Car;5000.0;A_Denied
7117;Application_1462703151;13;User_71;196;New credit;Car;5000.0;A_Denied
7118;Application_1462703151;15;User_71;196;New credit;Car;5000.0;A_Denied
7119;Application_1462703151;18;User_71;196;New credit;Car;5000.0;A_Denied
7120;Application_1462703151;2;User_71;196;New credit;Car;5000.0;A_Denied
7121;Application_1462703151;24;User_87;196;New credit;Car;5000.0;A_Denied
7122;Application_1462703151;9;User_112;196;New credit;Car;5000.0;A_Denied
7123;Application_1462703151;14;User_112;196;New credit;Car;5000.0;A_Denied
7124;Application_1462703151;24;User_87;196;New credit;Car;5000.0;A_Denied
7125;Application_1462703151;5;User_87;196;New credit;Car;5000.0;A_Denied
7392;Application_524429786;4;User_1;9;New credit;Home improvement;15000.0;A_Denied
7393;Application_524429786;8;User_1;9;New credit;Home improvement;15000.0;A_Denied
7394;Application_524429786;3;User_1;9;New credit;Home improvement;15000.0;A_Denied
7395;Application_524429786;20;User_38;9;New credit;Home improvement;15000.0;A_Denied
7396;Application_524429786;0;User_12;9;New credit;Home improvement;15000.0;A_Denied
7397;Application_524429786;12;User_12;9;New credit;Home improvement;15000.0;A_Denied
7398;Application_524429786;13;User_12;9;New credit;Home improvement;15000.0;A_Denied
7399;Application_524429786;15;User_12;9;New credit;Home improvement;15000.0;A_Denied
7400;Application_524429786;18;User_12;9;New credit;Home improvement;15000.0;A_Denied
7401;Application_524429786;2;User_12;9;New credit;Home improvement;15000.0;A_Denied
7402;Application_524429786;24;User_68;9;New credit;Home improvement;15000.0;A_Denied
7403;Application_524429786;9;User_118;9;New credit;Home improvement;15000.0;A_Denied
7404;Application_524429786;14;User_118;9;New credit;Home improvement;15000.0;A_Denied
7405;Application_524429786;5;User_68;9;New credit;Home improvement;15000.0;A_Denied
7627;Application_5240566;4;User_1;18;New credit;Other, see explanation;35000.0;A_Denied
7628;Application_5240566;8;User_1;18;New credit;Other, see explanation;35000.0;A_Denied
7629;Application_5240566;21;User_25;18;New credit;Other, see explanation;35000.0;A_Denied
7630;Application_5240566;20;User_25;18;New credit;Other, see explanation;35000.0;A_Denied
7631;Application_5240566;3;User_25;18;New credit;Other, see explanation;35000.0;A_Denied
7632;Application_5240566;0;User_38;18;New credit;Other, see explanation;35000.0;A_Denied
7633;Application_5240566;12;User_38;18;New credit;Other, see explanation;35000.0;A_Denied
7634;Application_5240566;13;User_38;18;New credit;Other, see explanation;35000.0;A_Denied
7635;Application_5240566;15;User_38;18;New credit;Other, see explanation;35000.0;A_Denied
7636;Application_5240566;18;User_38;18;New credit;Other, see explanation;35000.0;A_Denied
7637;Application_5240566;2;User_38;18;New credit;Other, see explanation;35000.0;A_Denied
7638;Application_5240566;24;User_68;18;New credit;Other, see explanation;35000.0;A_Denied
7639;Application_5240566;9;User_117;18;New credit;Other, see explanation;35000.0;A_Denied
7640;Application_5240566;14;User_117;18;New credit;Other, see explanation;35000.0;A_Denied
7641;Application_5240566;5;User_68;18;New credit;Other, see explanation;35000.0;A_Denied
8078;Application_584603030;4;User_1;18;New credit;Existing loan takeover;23000.0;A_Denied
8079;Application_584603030;8;User_1;18;New credit;Existing loan takeover;23000.0;A_Denied
8080;Application_584603030;21;User_2;18;New credit;Existing loan takeover;23000.0;A_Denied
8081;Application_584603030;20;User_11;18;New credit;Existing loan takeover;23000.0;A_Denied
8082;Application_584603030;3;User_2;18;New credit;Existing loan takeover;23000.0;A_Denied
8083;Application_584603030;0;User_11;18;New credit;Existing loan takeover;23000.0;A_Denied
8084;Application_584603030;12;User_11;18;New credit;Existing loan takeover;23000.0;A_Denied
8085;Application_584603030;13;User_11;18;New credit;Existing loan takeover;23000.0;A_Denied
8086;Application_584603030;15;User_11;18;New credit;Existing loan takeover;23000.0;A_Denied
8087;Application_584603030;18;User_11;18;New credit;Existing loan takeover;23000.0;A_Denied
8088;Application_584603030;2;User_11;18;New credit;Existing loan takeover;23000.0;A_Denied
8089;Application_584603030;24;User_29;18;New credit;Existing loan takeover;23000.0;A_Denied
8090;Application_584603030;9;User_112;18;New credit;Existing loan takeover;23000.0;A_Denied
8091;Application_584603030;14;User_112;18;New credit;Existing loan takeover;23000.0;A_Denied
8092;Application_584603030;5;User_29;18;New credit;Existing loan takeover;23000.0;A_Denied
8507;Application_953392572;4;User_1;9;New credit;Existing loan takeover;35000.0;A_Denied
8508;Application_953392572;8;User_1;9;New credit;Existing loan takeover;35000.0;A_Denied
8509;Application_953392572;3;User_1;9;New credit;Existing loan takeover;35000.0;A_Denied
8510;Application_953392572;20;User_10;9;New credit;Existing loan takeover;35000.0;A_Denied
8511;Application_953392572;0;User_10;9;New credit;Existing loan takeover;35000.0;A_Denied
8512;Application_953392572;12;User_10;9;New credit;Existing loan takeover;35000.0;A_Denied
8513;Application_953392572;13;User_10;9;New credit;Existing loan takeover;35000.0;A_Denied
8514;Application_953392572;15;User_10;9;New credit;Existing loan takeover;35000.0;A_Denied
8515;Application_953392572;18;User_10;9;New credit;Existing loan takeover;35000.0;A_Denied
8516;Application_953392572;2;User_10;9;New credit;Existing loan takeover;35000.0;A_Denied
8517;Application_953392572;24;User_29;9;New credit;Existing loan takeover;35000.0;A_Denied
8518;Application_953392572;9;User_114;9;New credit;Existing loan takeover;35000.0;A_Denied
8519;Application_953392572;14;User_114;9;New credit;Existing loan takeover;35000.0;A_Denied
8520;Application_953392572;5;User_29;9;New credit;Existing loan takeover;35000.0;A_Denied
9179;Application_1029986710;4;User_1;18;New credit;Car;7000.0;A_Denied
9180;Application_1029986710;8;User_1;18;New credit;Car;7000.0;A_Denied
9181;Application_1029986710;21;User_4;18;New credit;Car;7000.0;A_Denied
9182;Application_1029986710;20;User_2;18;New credit;Car;7000.0;A_Denied
9183;Application_1029986710;3;User_4;18;New credit;Car;7000.0;A_Denied
9184;Application_1029986710;0;User_2;18;New credit;Car;7000.0;A_Denied
9185;Application_1029986710;12;User_2;18;New credit;Car;7000.0;A_Denied
9186;Application_1029986710;13;User_2;18;New credit;Car;7000.0;A_Denied
9187;Application_1029986710;15;User_2;18;New credit;Car;7000.0;A_Denied
9188;Application_1029986710;18;User_2;18;New credit;Car;7000.0;A_Denied
9189;Application_1029986710;2;User_2;18;New credit;Car;7000.0;A_Denied
9190;Application_1029986710;24;User_117;18;New credit;Car;7000.0;A_Denied
9191;Application_1029986710;9;User_117;18;New credit;Car;7000.0;A_Denied
9192;Application_1029986710;14;User_117;18;New credit;Car;7000.0;A_Denied
9193;Application_1029986710;5;User_87;18;New credit;Car;7000.0;A_Denied
10026;Application_1299976284;4;User_1;885;New credit;Car;5000.0;A_Denied
10027;Application_1299976284;8;User_1;885;New credit;Car;5000.0;A_Denied
10028;Application_1299976284;3;User_1;885;New credit;Car;5000.0;A_Denied
10029;Application_1299976284;0;User_52;885;New credit;Car;5000.0;A_Denied
10030;Application_1299976284;12;User_52;885;New credit;Car;5000.0;A_Denied
10031;Application_1299976284;13;User_52;885;New credit;Car;5000.0;A_Denied
10032;Application_1299976284;11;User_52;885;New credit;Car;5000.0;A_Denied
10033;Application_1299976284;5;User_52;885;New credit;Car;5000.0;A_Denied
10767;Application_257274630;4;User_1;400;New credit;Home improvement;50000.0;A_Denied
10768;Application_257274630;8;User_1;400;New credit;Home improvement;50000.0;A_Denied
10769;Application_257274630;3;User_1;400;New credit;Home improvement;50000.0;A_Denied
10770;Application_257274630;20;User_22;400;New credit;Home improvement;50000.0;A_Denied
10771;Application_257274630;0;User_34;400;New credit;Home improvement;50000.0;A_Denied
10772;Application_257274630;12;User_34;400;New credit;Home improvement;50000.0;A_Denied
10773;Application_257274630;13;User_34;400;New credit;Home improvement;50000.0;A_Denied
10774;Application_257274630;11;User_34;400;New credit;Home improvement;50000.0;A_Denied
10775;Application_257274630;12;User_34;400;New credit;Home improvement;50000.0;A_Denied
10776;Application_257274630;13;User_34;400;New credit;Home improvement;50000.0;A_Denied
10777;Application_257274630;15;User_34;400;New credit;Home improvement;50000.0;A_Denied
10778;Application_257274630;18;User_34;400;New credit;Home improvement;50000.0;A_Denied
10779;Application_257274630;2;User_34;400;New credit;Home improvement;50000.0;A_Denied
10780;Application_257274630;24;User_117;400;New credit;Home improvement;50000.0;A_Denied
10781;Application_257274630;9;User_117;400;New credit;Home improvement;50000.0;A_Denied
10782;Application_257274630;14;User_117;400;New credit;Home improvement;50000.0;A_Denied
10783;Application_257274630;5;User_99;400;New credit;Home improvement;50000.0;A_Denied
10898;Application_1959715736;4;User_1;18;New credit;Car;10000.0;A_Denied
10899;Application_1959715736;8;User_1;18;New credit;Car;10000.0;A_Denied
10900;Application_1959715736;21;User_44;18;New credit;Car;10000.0;A_Denied
10901;Application_1959715736;20;User_44;18;New credit;Car;10000.0;A_Denied
10902;Application_1959715736;3;User_44;18;New credit;Car;10000.0;A_Denied
10903;Application_1959715736;0;User_6;18;New credit;Car;10000.0;A_Denied
10904;Application_1959715736;12;User_6;18;New credit;Car;10000.0;A_Denied
10905;Application_1959715736;13;User_6;18;New credit;Car;10000.0;A_Denied
10906;Application_1959715736;15;User_6;18;New credit;Car;10000.0;A_Denied
10907;Application_1959715736;18;User_6;18;New credit;Car;10000.0;A_Denied
10908;Application_1959715736;2;User_6;18;New credit;Car;10000.0;A_Denied
10909;Application_1959715736;24;User_68;18;New credit;Car;10000.0;A_Denied
10910;Application_1959715736;9;User_118;18;New credit;Car;10000.0;A_Denied
10911;Application_1959715736;14;User_118;18;New credit;Car;10000.0;A_Denied
10912;Application_1959715736;5;User_68;18;New credit;Car;10000.0;A_Denied
10935;Application_526545505;4;User_1;18;New credit;Existing loan takeover;25000.0;A_Denied
10936;Application_526545505;8;User_1;18;New credit;Existing loan takeover;25000.0;A_Denied
10937;Application_526545505;21;User_44;18;New credit;Existing loan takeover;25000.0;A_Denied
10938;Application_526545505;20;User_37;18;New credit;Existing loan takeover;25000.0;A_Denied
10939;Application_526545505;3;User_44;18;New credit;Existing loan takeover;25000.0;A_Denied
10940;Application_526545505;0;User_37;18;New credit;Existing loan takeover;25000.0;A_Denied
10941;Application_526545505;12;User_37;18;New credit;Existing loan takeover;25000.0;A_Denied
10942;Application_526545505;13;User_37;18;New credit;Existing loan takeover;25000.0;A_Denied
10943;Application_526545505;15;User_37;18;New credit;Existing loan takeover;25000.0;A_Denied
10944;Application_526545505;18;User_37;18;New credit;Existing loan takeover;25000.0;A_Denied
10945;Application_526545505;2;User_37;18;New credit;Existing loan takeover;25000.0;A_Denied
10946;Application_526545505;24;User_87;18;New credit;Existing loan takeover;25000.0;A_Denied
10947;Application_526545505;9;User_114;18;New credit;Existing loan takeover;25000.0;A_Denied
10948;Application_526545505;14;User_114;18;New credit;Existing loan takeover;25000.0;A_Denied
10949;Application_526545505;5;User_87;18;New credit;Existing loan takeover;25000.0;A_Denied
11150;Application_1778663922;4;User_1;18;New credit;Car;5500.0;A_Denied
11151;Application_1778663922;8;User_1;18;New credit;Car;5500.0;A_Denied
11152;Application_1778663922;21;User_14;18;New credit;Car;5500.0;A_Denied
11153;Application_1778663922;20;User_21;18;New credit;Car;5500.0;A_Denied
11154;Application_1778663922;3;User_14;18;New credit;Car;5500.0;A_Denied
11155;Application_1778663922;0;User_21;18;New credit;Car;5500.0;A_Denied
11156;Application_1778663922;12;User_21;18;New credit;Car;5500.0;A_Denied
11157;Application_1778663922;13;User_21;18;New credit;Car;5500.0;A_Denied
11158;Application_1778663922;15;User_21;18;New credit;Car;5500.0;A_Denied
11159;Application_1778663922;18;User_21;18;New credit;Car;5500.0;A_Denied
