i;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
1932;Application_58755651;16;User_85;1133;New credit;Home improvement;50000.0;A_Denied
1933;Application_58755651;24;User_95;1133;New credit;Home improvement;50000.0;A_Denied
1934;Application_58755651;9;User_117;1133;New credit;Home improvement;50000.0;A_Denied
1935;Application_58755651;14;User_117;1133;New credit;Home improvement;50000.0;A_Denied
1936;Application_58755651;5;User_95;1133;New credit;Home improvement;50000.0;A_Denied
1957;Application_774787486;4;User_1;59;New credit;Home improvement;10000.0;A_Denied
1958;Application_774787486;8;User_1;59;New credit;Home improvement;10000.0;A_Denied
1959;Application_774787486;3;User_1;59;New credit;Home improvement;10000.0;A_Denied
1960;Application_774787486;20;User_16;59;New credit;Home improvement;10000.0;A_Denied
1961;Application_774787486;0;User_10;59;New credit;Home improvement;10000.0;A_Denied
1962;Application_774787486;12;User_10;59;New credit;Home improvement;10000.0;A_Denied
1963;Application_774787486;13;User_10;59;New credit;Home improvement;10000.0;A_Denied
1964;Application_774787486;15;User_10;59;New credit;Home improvement;10000.0;A_Denied
1965;Application_774787486;18;User_10;59;New credit;Home improvement;10000.0;A_Denied
1966;Application_774787486;2;User_10;59;New credit;Home improvement;10000.0;A_Denied
1967;Application_774787486;12;User_8;59;New credit;Home improvement;10000.0;A_Denied
1968;Application_774787486;13;User_8;59;New credit;Home improvement;10000.0;A_Denied
1969;Application_774787486;15;User_8;59;New credit;Home improvement;10000.0;A_Denied
1970;Application_774787486;24;User_95;59;New credit;Home improvement;10000.0;A_Denied
1971;Application_774787486;9;User_117;59;New credit;Home improvement;10000.0;A_Denied
1972;Application_774787486;14;User_117;59;New credit;Home improvement;10000.0;A_Denied
1973;Application_774787486;5;User_95;59;New credit;Home improvement;10000.0;A_Denied
2150;Application_1886382319;4;User_2;27;New credit;Remaining debt home;11000.0;A_Cancelled
2151;Application_1886382319;20;User_2;27;New credit;Remaining debt home;11000.0;A_Cancelled
2152;Application_1886382319;3;User_2;27;New credit;Remaining debt home;11000.0;A_Cancelled
2153;Application_1886382319;0;User_2;27;New credit;Remaining debt home;11000.0;A_Cancelled
2154;Application_1886382319;12;User_2;27;New credit;Remaining debt home;11000.0;A_Cancelled
2155;Application_1886382319;13;User_2;27;New credit;Remaining debt home;11000.0;A_Cancelled
2156;Application_1886382319;15;User_2;27;New credit;Remaining debt home;11000.0;A_Cancelled
2157;Application_1886382319;18;User_2;27;New credit;Remaining debt home;11000.0;A_Cancelled
2158;Application_1886382319;2;User_2;27;New credit;Remaining debt home;11000.0;A_Cancelled
2159;Application_1886382319;12;User_8;27;New credit;Remaining debt home;11000.0;A_Cancelled
2160;Application_1886382319;13;User_8;27;New credit;Remaining debt home;11000.0;A_Cancelled
2161;Application_1886382319;15;User_8;27;New credit;Remaining debt home;11000.0;A_Cancelled
2162;Application_1886382319;1;User_1;27;New credit;Remaining debt home;11000.0;A_Cancelled
2263;Application_1674281629;4;User_43;61;Limit raise;Home improvement;30000.0;A_Pending
2264;Application_1674281629;3;User_43;61;Limit raise;Home improvement;30000.0;A_Pending
2265;Application_1674281629;20;User_43;61;Limit raise;Home improvement;30000.0;A_Pending
2266;Application_1674281629;0;User_43;61;Limit raise;Home improvement;30000.0;A_Pending
2267;Application_1674281629;12;User_16;61;Limit raise;Home improvement;30000.0;A_Pending
2268;Application_1674281629;13;User_16;61;Limit raise;Home improvement;30000.0;A_Pending
2269;Application_1674281629;15;User_16;61;Limit raise;Home improvement;30000.0;A_Pending
2270;Application_1674281629;18;User_16;61;Limit raise;Home improvement;30000.0;A_Pending
2271;Application_1674281629;2;User_16;61;Limit raise;Home improvement;30000.0;A_Pending
2272;Application_1674281629;12;User_4;61;Limit raise;Home improvement;30000.0;A_Pending
2273;Application_1674281629;13;User_4;61;Limit raise;Home improvement;30000.0;A_Pending
2274;Application_1674281629;15;User_4;61;Limit raise;Home improvement;30000.0;A_Pending
2275;Application_1674281629;24;User_30;61;Limit raise;Home improvement;30000.0;A_Pending
2276;Application_1674281629;9;User_119;61;Limit raise;Home improvement;30000.0;A_Pending
2277;Application_1674281629;14;User_119;61;Limit raise;Home improvement;30000.0;A_Pending
2278;Application_1674281629;10;User_30;61;Limit raise;Home improvement;30000.0;A_Pending
2279;Application_1674281629;7;User_30;61;Limit raise;Home improvement;30000.0;A_Pending
2344;Application_24648067;4;User_14;10;New credit;Caravan / Camper;15000.0;A_Pending
2345;Application_24648067;20;User_22;10;New credit;Caravan / Camper;15000.0;A_Pending
2346;Application_24648067;3;User_14;10;New credit;Caravan / Camper;15000.0;A_Pending
2347;Application_24648067;0;User_22;10;New credit;Caravan / Camper;15000.0;A_Pending
2348;Application_24648067;12;User_22;10;New credit;Caravan / Camper;15000.0;A_Pending
2349;Application_24648067;13;User_22;10;New credit;Caravan / Camper;15000.0;A_Pending
2350;Application_24648067;15;User_22;10;New credit;Caravan / Camper;15000.0;A_Pending
2351;Application_24648067;18;User_22;10;New credit;Caravan / Camper;15000.0;A_Pending
2352;Application_24648067;2;User_22;10;New credit;Caravan / Camper;15000.0;A_Pending
2353;Application_24648067;24;User_119;10;New credit;Caravan / Camper;15000.0;A_Pending
2354;Application_24648067;9;User_119;10;New credit;Caravan / Camper;15000.0;A_Pending
2355;Application_24648067;14;User_119;10;New credit;Caravan / Camper;15000.0;A_Pending
2356;Application_24648067;10;User_115;10;New credit;Caravan / Camper;15000.0;A_Pending
2357;Application_24648067;7;User_115;10;New credit;Caravan / Camper;15000.0;A_Pending
2628;Application_1538441067;4;User_16;267;New credit;Home improvement;10500.0;A_Cancelled
2629;Application_1538441067;20;User_16;267;New credit;Home improvement;10500.0;A_Cancelled
2630;Application_1538441067;3;User_16;267;New credit;Home improvement;10500.0;A_Cancelled
2631;Application_1538441067;0;User_16;267;New credit;Home improvement;10500.0;A_Cancelled
2632;Application_1538441067;12;User_16;267;New credit;Home improvement;10500.0;A_Cancelled
2633;Application_1538441067;13;User_16;267;New credit;Home improvement;10500.0;A_Cancelled
2634;Application_1538441067;15;User_16;267;New credit;Home improvement;10500.0;A_Cancelled
2635;Application_1538441067;18;User_16;267;New credit;Home improvement;10500.0;A_Cancelled
2636;Application_1538441067;2;User_16;267;New credit;Home improvement;10500.0;A_Cancelled
2637;Application_1538441067;12;User_4;267;New credit;Home improvement;10500.0;A_Cancelled
2638;Application_1538441067;13;User_4;267;New credit;Home improvement;10500.0;A_Cancelled
2639;Application_1538441067;15;User_4;267;New credit;Home improvement;10500.0;A_Cancelled
2640;Application_1538441067;24;User_99;267;New credit;Home improvement;10500.0;A_Cancelled
2641;Application_1538441067;9;User_112;267;New credit;Home improvement;10500.0;A_Cancelled
2642;Application_1538441067;14;User_112;267;New credit;Home improvement;10500.0;A_Cancelled
2643;Application_1538441067;19;User_99;267;New credit;Home improvement;10500.0;A_Cancelled
2644;Application_1538441067;6;User_99;267;New credit;Home improvement;10500.0;A_Cancelled
2645;Application_1538441067;1;User_9;267;New credit;Home improvement;10500.0;A_Cancelled
3136;Application_53530491;4;User_19;10;New credit;Unknown;0.0;A_Pending
3137;Application_53530491;20;User_19;10;New credit;Unknown;0.0;A_Pending
3138;Application_53530491;3;User_19;10;New credit;Unknown;0.0;A_Pending
3139;Application_53530491;0;User_19;10;New credit;Unknown;0.0;A_Pending
3140;Application_53530491;12;User_19;10;New credit;Unknown;0.0;A_Pending
3141;Application_53530491;13;User_19;10;New credit;Unknown;0.0;A_Pending
3142;Application_53530491;15;User_19;10;New credit;Unknown;0.0;A_Pending
3143;Application_53530491;18;User_19;10;New credit;Unknown;0.0;A_Pending
3144;Application_53530491;2;User_19;10;New credit;Unknown;0.0;A_Pending
3145;Application_53530491;24;User_116;10;New credit;Unknown;0.0;A_Pending
3146;Application_53530491;9;User_116;10;New credit;Unknown;0.0;A_Pending
3147;Application_53530491;14;User_116;10;New credit;Unknown;0.0;A_Pending
3148;Application_53530491;10;User_115;10;New credit;Unknown;0.0;A_Pending
3149;Application_53530491;7;User_115;10;New credit;Unknown;0.0;A_Pending
3196;Application_212010049;4;User_5;10;New credit;Business goal;18500.0;A_Pending
3197;Application_212010049;20;User_5;10;New credit;Business goal;18500.0;A_Pending
3198;Application_212010049;3;User_5;10;New credit;Business goal;18500.0;A_Pending
3199;Application_212010049;0;User_5;10;New credit;Business goal;18500.0;A_Pending
3200;Application_212010049;12;User_5;10;New credit;Business goal;18500.0;A_Pending
3201;Application_212010049;13;User_5;10;New credit;Business goal;18500.0;A_Pending
3202;Application_212010049;15;User_5;10;New credit;Business goal;18500.0;A_Pending
3203;Application_212010049;18;User_5;10;New credit;Business goal;18500.0;A_Pending
3204;Application_212010049;2;User_5;10;New credit;Business goal;18500.0;A_Pending
3205;Application_212010049;24;User_75;10;New credit;Business goal;18500.0;A_Pending
3206;Application_212010049;9;User_114;10;New credit;Business goal;18500.0;A_Pending
3207;Application_212010049;14;User_114;10;New credit;Business goal;18500.0;A_Pending
3208;Application_212010049;10;User_75;10;New credit;Business goal;18500.0;A_Pending
3209;Application_212010049;7;User_75;10;New credit;Business goal;18500.0;A_Pending
3430;Application_485131054;4;User_19;70;New credit;Unknown;0.0;A_Denied
3431;Application_485131054;20;User_19;70;New credit;Unknown;0.0;A_Denied
3432;Application_485131054;3;User_19;70;New credit;Unknown;0.0;A_Denied
3433;Application_485131054;0;User_19;70;New credit;Unknown;0.0;A_Denied
3434;Application_485131054;12;User_19;70;New credit;Unknown;0.0;A_Denied
3435;Application_485131054;13;User_19;70;New credit;Unknown;0.0;A_Denied
3436;Application_485131054;15;User_19;70;New credit;Unknown;0.0;A_Denied
3437;Application_485131054;18;User_19;70;New credit;Unknown;0.0;A_Denied
3438;Application_485131054;2;User_19;70;New credit;Unknown;0.0;A_Denied
3439;Application_485131054;12;User_36;70;New credit;Unknown;0.0;A_Denied
3440;Application_485131054;13;User_36;70;New credit;Unknown;0.0;A_Denied
3441;Application_485131054;15;User_36;70;New credit;Unknown;0.0;A_Denied
3442;Application_485131054;24;User_95;70;New credit;Unknown;0.0;A_Denied
3443;Application_485131054;9;User_120;70;New credit;Unknown;0.0;A_Denied
3444;Application_485131054;14;User_120;70;New credit;Unknown;0.0;A_Denied
3445;Application_485131054;5;User_95;70;New credit;Unknown;0.0;A_Denied
3545;Application_1141114991;4;User_43;20;New credit;Other, see explanation;15000.0;A_Denied
3546;Application_1141114991;20;User_43;20;New credit;Other, see explanation;15000.0;A_Denied
3547;Application_1141114991;3;User_43;20;New credit;Other, see explanation;15000.0;A_Denied
3548;Application_1141114991;0;User_43;20;New credit;Other, see explanation;15000.0;A_Denied
3549;Application_1141114991;12;User_43;20;New credit;Other, see explanation;15000.0;A_Denied
3550;Application_1141114991;13;User_43;20;New credit;Other, see explanation;15000.0;A_Denied
3551;Application_1141114991;15;User_43;20;New credit;Other, see explanation;15000.0;A_Denied
3552;Application_1141114991;18;User_43;20;New credit;Other, see explanation;15000.0;A_Denied
3553;Application_1141114991;2;User_43;20;New credit;Other, see explanation;15000.0;A_Denied
3554;Application_1141114991;24;User_95;20;New credit;Other, see explanation;15000.0;A_Denied
3555;Application_1141114991;9;User_114;20;New credit;Other, see explanation;15000.0;A_Denied
3556;Application_1141114991;14;User_95;20;New credit;Other, see explanation;15000.0;A_Denied
3557;Application_1141114991;5;User_95;20;New credit;Other, see explanation;15000.0;A_Denied
3656;Application_2078020265;4;User_1;59;New credit;Car;10000.0;A_Denied
3657;Application_2078020265;8;User_1;59;New credit;Car;10000.0;A_Denied
3658;Application_2078020265;3;User_1;59;New credit;Car;10000.0;A_Denied
3659;Application_2078020265;20;User_24;59;New credit;Car;10000.0;A_Denied
3660;Application_2078020265;0;User_24;59;New credit;Car;10000.0;A_Denied
3661;Application_2078020265;12;User_24;59;New credit;Car;10000.0;A_Denied
3662;Application_2078020265;13;User_24;59;New credit;Car;10000.0;A_Denied
3663;Application_2078020265;15;User_24;59;New credit;Car;10000.0;A_Denied
3664;Application_2078020265;18;User_24;59;New credit;Car;10000.0;A_Denied
3665;Application_2078020265;2;User_24;59;New credit;Car;10000.0;A_Denied
3666;Application_2078020265;12;User_12;59;New credit;Car;10000.0;A_Denied
3667;Application_2078020265;13;User_12;59;New credit;Car;10000.0;A_Denied
3668;Application_2078020265;15;User_12;59;New credit;Car;10000.0;A_Denied
3669;Application_2078020265;24;User_29;59;New credit;Car;10000.0;A_Denied
3670;Application_2078020265;9;User_117;59;New credit;Car;10000.0;A_Denied
3671;Application_2078020265;14;User_117;59;New credit;Car;10000.0;A_Denied
3672;Application_2078020265;5;User_29;59;New credit;Car;10000.0;A_Denied
4214;Application_788421650;4;User_4;27;New credit;Existing loan takeover;0.0;A_Cancelled
4215;Application_788421650;20;User_4;27;New credit;Existing loan takeover;0.0;A_Cancelled
4216;Application_788421650;3;User_4;27;New credit;Existing loan takeover;0.0;A_Cancelled
4217;Application_788421650;0;User_4;27;New credit;Existing loan takeover;0.0;A_Cancelled
4218;Application_788421650;12;User_34;27;New credit;Existing loan takeover;0.0;A_Cancelled
4219;Application_788421650;13;User_34;27;New credit;Existing loan takeover;0.0;A_Cancelled
4220;Application_788421650;15;User_34;27;New credit;Existing loan takeover;0.0;A_Cancelled
4221;Application_788421650;18;User_34;27;New credit;Existing loan takeover;0.0;A_Cancelled
4222;Application_788421650;2;User_34;27;New credit;Existing loan takeover;0.0;A_Cancelled
4223;Application_788421650;12;User_31;27;New credit;Existing loan takeover;0.0;A_Cancelled
4224;Application_788421650;13;User_31;27;New credit;Existing loan takeover;0.0;A_Cancelled
4225;Application_788421650;15;User_31;27;New credit;Existing loan takeover;0.0;A_Cancelled
4226;Application_788421650;1;User_1;27;New credit;Existing loan takeover;0.0;A_Cancelled
6886;Application_1502516207;4;User_89;20;New credit;Existing loan takeover;0.0;A_Denied
6887;Application_1502516207;20;User_89;20;New credit;Existing loan takeover;0.0;A_Denied
6888;Application_1502516207;3;User_89;20;New credit;Existing loan takeover;0.0;A_Denied
6889;Application_1502516207;0;User_89;20;New credit;Existing loan takeover;0.0;A_Denied
6890;Application_1502516207;12;User_89;20;New credit;Existing loan takeover;0.0;A_Denied
6891;Application_1502516207;13;User_89;20;New credit;Existing loan takeover;0.0;A_Denied
6892;Application_1502516207;15;User_89;20;New credit;Existing loan takeover;0.0;A_Denied
6893;Application_1502516207;18;User_89;20;New credit;Existing loan takeover;0.0;A_Denied
6894;Application_1502516207;2;User_89;20;New credit;Existing loan takeover;0.0;A_Denied
6895;Application_1502516207;24;User_114;20;New credit;Existing loan takeover;0.0;A_Denied
6896;Application_1502516207;9;User_114;20;New credit;Existing loan takeover;0.0;A_Denied
6897;Application_1502516207;14;User_114;20;New credit;Existing loan takeover;0.0;A_Denied
6898;Application_1502516207;5;User_101;20;New credit;Existing loan takeover;0.0;A_Denied
7313;Application_1600150028;4;User_1;59;New credit;Home improvement;20000.0;A_Denied
7314;Application_1600150028;8;User_1;59;New credit;Home improvement;20000.0;A_Denied
7315;Application_1600150028;3;User_1;59;New credit;Home improvement;20000.0;A_Denied
7316;Application_1600150028;20;User_24;59;New credit;Home improvement;20000.0;A_Denied
7317;Application_1600150028;0;User_25;59;New credit;Home improvement;20000.0;A_Denied
7318;Application_1600150028;12;User_25;59;New credit;Home improvement;20000.0;A_Denied
7319;Application_1600150028;13;User_25;59;New credit;Home improvement;20000.0;A_Denied
7320;Application_1600150028;15;User_25;59;New credit;Home improvement;20000.0;A_Denied
7321;Application_1600150028;18;User_25;59;New credit;Home improvement;20000.0;A_Denied
7322;Application_1600150028;2;User_25;59;New credit;Home improvement;20000.0;A_Denied
7323;Application_1600150028;12;User_5;59;New credit;Home improvement;20000.0;A_Denied
7324;Application_1600150028;13;User_5;59;New credit;Home improvement;20000.0;A_Denied
7325;Application_1600150028;15;User_5;59;New credit;Home improvement;20000.0;A_Denied
7326;Application_1600150028;24;User_95;59;New credit;Home improvement;20000.0;A_Denied
7327;Application_1600150028;9;User_116;59;New credit;Home improvement;20000.0;A_Denied
7328;Application_1600150028;14;User_116;59;New credit;Home improvement;20000.0;A_Denied
7329;Application_1600150028;5;User_95;59;New credit;Home improvement;20000.0;A_Denied
7500;Application_1507218840;4;User_21;61;Limit raise;Car;16000.0;A_Pending
7501;Application_1507218840;3;User_21;61;Limit raise;Car;16000.0;A_Pending
7502;Application_1507218840;20;User_21;61;Limit raise;Car;16000.0;A_Pending
7503;Application_1507218840;0;User_21;61;Limit raise;Car;16000.0;A_Pending
7504;Application_1507218840;12;User_21;61;Limit raise;Car;16000.0;A_Pending
7505;Application_1507218840;13;User_21;61;Limit raise;Car;16000.0;A_Pending
7506;Application_1507218840;15;User_21;61;Limit raise;Car;16000.0;A_Pending
7507;Application_1507218840;18;User_21;61;Limit raise;Car;16000.0;A_Pending
7508;Application_1507218840;2;User_21;61;Limit raise;Car;16000.0;A_Pending
7509;Application_1507218840;12;User_14;61;Limit raise;Car;16000.0;A_Pending
7510;Application_1507218840;13;User_14;61;Limit raise;Car;16000.0;A_Pending
7511;Application_1507218840;15;User_14;61;Limit raise;Car;16000.0;A_Pending
7512;Application_1507218840;24;User_119;61;Limit raise;Car;16000.0;A_Pending
7513;Application_1507218840;9;User_119;61;Limit raise;Car;16000.0;A_Pending
7514;Application_1507218840;14;User_119;61;Limit raise;Car;16000.0;A_Pending
7515;Application_1507218840;10;User_115;61;Limit raise;Car;16000.0;A_Pending
7516;Application_1507218840;7;User_115;61;Limit raise;Car;16000.0;A_Pending
9553;Application_1185170675;4;User_44;27;New credit;Car;10000.0;A_Cancelled
9554;Application_1185170675;20;User_44;27;New credit;Car;10000.0;A_Cancelled
9555;Application_1185170675;3;User_44;27;New credit;Car;10000.0;A_Cancelled
9556;Application_1185170675;0;User_44;27;New credit;Car;10000.0;A_Cancelled
9557;Application_1185170675;12;User_44;27;New credit;Car;10000.0;A_Cancelled
9558;Application_1185170675;13;User_44;27;New credit;Car;10000.0;A_Cancelled
9559;Application_1185170675;15;User_44;27;New credit;Car;10000.0;A_Cancelled
9560;Application_1185170675;18;User_44;27;New credit;Car;10000.0;A_Cancelled
9561;Application_1185170675;2;User_44;27;New credit;Car;10000.0;A_Cancelled
9562;Application_1185170675;12;User_28;27;New credit;Car;10000.0;A_Cancelled
9563;Application_1185170675;13;User_28;27;New credit;Car;10000.0;A_Cancelled
9564;Application_1185170675;15;User_28;27;New credit;Car;10000.0;A_Cancelled
9565;Application_1185170675;1;User_1;27;New credit;Car;10000.0;A_Cancelled
9627;Application_1351256522;4;User_6;27;New credit;Car;17000.0;A_Cancelled
9628;Application_1351256522;20;User_6;27;New credit;Car;17000.0;A_Cancelled
9629;Application_1351256522;3;User_6;27;New credit;Car;17000.0;A_Cancelled
9630;Application_1351256522;0;User_10;27;New credit;Car;17000.0;A_Cancelled
9631;Application_1351256522;12;User_10;27;New credit;Car;17000.0;A_Cancelled
9632;Application_1351256522;13;User_10;27;New credit;Car;17000.0;A_Cancelled
9633;Application_1351256522;15;User_10;27;New credit;Car;17000.0;A_Cancelled
9634;Application_1351256522;18;User_10;27;New credit;Car;17000.0;A_Cancelled
9635;Application_1351256522;2;User_10;27;New credit;Car;17000.0;A_Cancelled
9636;Application_1351256522;12;User_28;27;New credit;Car;17000.0;A_Cancelled
9637;Application_1351256522;13;User_28;27;New credit;Car;17000.0;A_Cancelled
9638;Application_1351256522;15;User_28;27;New credit;Car;17000.0;A_Cancelled
9639;Application_1351256522;1;User_1;27;New credit;Car;17000.0;A_Cancelled
10110;Application_515209816;4;User_10;700;Limit raise;Boat;7000.0;A_Pending
10111;Application_515209816;3;User_10;700;Limit raise;Boat;7000.0;A_Pending
10112;Application_515209816;20;User_71;700;Limit raise;Boat;7000.0;A_Pending
10113;Application_515209816;0;User_71;700;Limit raise;Boat;7000.0;A_Pending
10114;Application_515209816;12;User_71;700;Limit raise;Boat;7000.0;A_Pending
10115;Application_515209816;13;User_71;700;Limit raise;Boat;7000.0;A_Pending
10116;Application_515209816;15;User_71;700;Limit raise;Boat;7000.0;A_Pending
10117;Application_515209816;18;User_71;700;Limit raise;Boat;7000.0;A_Pending
10118;Application_515209816;2;User_71;700;Limit raise;Boat;7000.0;A_Pending
10119;Application_515209816;12;User_43;700;Limit raise;Boat;7000.0;A_Pending
10120;Application_515209816;13;User_43;700;Limit raise;Boat;7000.0;A_Pending
10121;Application_515209816;11;User_43;700;Limit raise;Boat;7000.0;A_Pending
10122;Application_515209816;15;User_43;700;Limit raise;Boat;7000.0;A_Pending
10123;Application_515209816;24;User_116;700;Limit raise;Boat;7000.0;A_Pending
10124;Application_515209816;9;User_116;700;Limit raise;Boat;7000.0;A_Pending
10125;Application_515209816;14;User_116;700;Limit raise;Boat;7000.0;A_Pending
10126;Application_515209816;10;User_115;700;Limit raise;Boat;7000.0;A_Pending
10127;Application_515209816;7;User_115;700;Limit raise;Boat;7000.0;A_Pending
10567;Application_1465521095;4;User_52;1111;Limit raise;Home improvement;15000.0;A_Pending
10568;Application_1465521095;3;User_52;1111;Limit raise;Home improvement;15000.0;A_Pending
10569;Application_1465521095;20;User_71;1111;Limit raise;Home improvement;15000.0;A_Pending
10570;Application_1465521095;0;User_71;1111;Limit raise;Home improvement;15000.0;A_Pending
10571;Application_1465521095;12;User_71;1111;Limit raise;Home improvement;15000.0;A_Pending
10572;Application_1465521095;13;User_71;1111;Limit raise;Home improvement;15000.0;A_Pending
10573;Application_1465521095;15;User_71;1111;Limit raise;Home improvement;15000.0;A_Pending
10574;Application_1465521095;18;User_71;1111;Limit raise;Home improvement;15000.0;A_Pending
10575;Application_1465521095;2;User_71;1111;Limit raise;Home improvement;15000.0;A_Pending
10576;Application_1465521095;12;User_10;1111;Limit raise;Home improvement;15000.0;A_Pending
10577;Application_1465521095;13;User_10;1111;Limit raise;Home improvement;15000.0;A_Pending
10578;Application_1465521095;16;User_10;1111;Limit raise;Home improvement;15000.0;A_Pending
10579;Application_1465521095;24;User_119;1111;Limit raise;Home improvement;15000.0;A_Pending
10580;Application_1465521095;9;User_119;1111;Limit raise;Home improvement;15000.0;A_Pending
10581;Application_1465521095;14;User_119;1111;Limit raise;Home improvement;15000.0;A_Pending
10582;Application_1465521095;14;User_100;1111;Limit raise;Home improvement;15000.0;A_Pending
10583;Application_1465521095;10;User_95;1111;Limit raise;Home improvement;15000.0;A_Pending
10584;Application_1465521095;7;User_95;1111;Limit raise;Home improvement;15000.0;A_Pending
11502;Application_2027498551;4;User_9;10;New credit;Home improvement;0.0;A_Pending
11503;Application_2027498551;20;User_9;10;New credit;Home improvement;0.0;A_Pending
11504;Application_2027498551;3;User_9;10;New credit;Home improvement;0.0;A_Pending
11505;Application_2027498551;0;User_9;10;New credit;Home improvement;0.0;A_Pending
11506;Application_2027498551;12;User_9;10;New credit;Home improvement;0.0;A_Pending
11507;Application_2027498551;13;User_9;10;New credit;Home improvement;0.0;A_Pending
11508;Application_2027498551;15;User_9;10;New credit;Home improvement;0.0;A_Pending
11509;Application_2027498551;18;User_9;10;New credit;Home improvement;0.0;A_Pending
11510;Application_2027498551;2;User_9;10;New credit;Home improvement;0.0;A_Pending
11511;Application_2027498551;24;User_116;10;New credit;Home improvement;0.0;A_Pending
11512;Application_2027498551;9;User_116;10;New credit;Home improvement;0.0;A_Pending
11513;Application_2027498551;14;User_116;10;New credit;Home improvement;0.0;A_Pending
11514;Application_2027498551;10;User_29;10;New credit;Home improvement;0.0;A_Pending
11515;Application_2027498551;7;User_29;10;New credit;Home improvement;0.0;A_Pending
12064;Application_367497731;4;User_47;297;Limit raise;Existing loan takeover;15000.0;A_Pending
12065;Application_367497731;3;User_47;297;Limit raise;Existing loan takeover;15000.0;A_Pending
12066;Application_367497731;20;User_17;297;Limit raise;Existing loan takeover;15000.0;A_Pending
12067;Application_367497731;0;User_17;297;Limit raise;Existing loan takeover;15000.0;A_Pending
12068;Application_367497731;12;User_17;297;Limit raise;Existing loan takeover;15000.0;A_Pending
12069;Application_367497731;13;User_17;297;Limit raise;Existing loan takeover;15000.0;A_Pending
12070;Application_367497731;15;User_17;297;Limit raise;Existing loan takeover;15000.0;A_Pending
12071;Application_367497731;18;User_17;297;Limit raise;Existing loan takeover;15000.0;A_Pending
12072;Application_367497731;2;User_17;297;Limit raise;Existing loan takeover;15000.0;A_Pending
12073;Application_367497731;12;User_11;297;Limit raise;Existing loan takeover;15000.0;A_Pending
12074;Application_367497731;13;User_11;297;Limit raise;Existing loan takeover;15000.0;A_Pending
12075;Application_367497731;16;User_11;297;Limit raise;Existing loan takeover;15000.0;A_Pending
12076;Application_367497731;24;User_116;297;Limit raise;Existing loan takeover;15000.0;A_Pending
12077;Application_367497731;9;User_116;297;Limit raise;Existing loan takeover;15000.0;A_Pending
12078;Application_367497731;14;User_116;297;Limit raise;Existing loan takeover;15000.0;A_Pending
12079;Application_367497731;10;User_102;297;Limit raise;Existing loan takeover;15000.0;A_Pending
12080;Application_367497731;7;User_102;297;Limit raise;Existing loan takeover;15000.0;A_Pending
