i;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
10529;Application_92091920;9;User_116;161;New credit;Home improvement;0.0;A_Pending
10530;Application_92091920;10;User_87;161;New credit;Home improvement;0.0;A_Pending
10531;Application_92091920;7;User_87;161;New credit;Home improvement;0.0;A_Pending
11934;Application_709001855;4;User_28;298;Limit raise;Home improvement;20000.0;A_Pending
11935;Application_709001855;3;User_28;298;Limit raise;Home improvement;20000.0;A_Pending
11936;Application_709001855;20;User_28;298;Limit raise;Home improvement;20000.0;A_Pending
11937;Application_709001855;0;User_28;298;Limit raise;Home improvement;20000.0;A_Pending
11938;Application_709001855;12;User_6;298;Limit raise;Home improvement;20000.0;A_Pending
11939;Application_709001855;13;User_6;298;Limit raise;Home improvement;20000.0;A_Pending
11940;Application_709001855;12;User_6;298;Limit raise;Home improvement;20000.0;A_Pending
11941;Application_709001855;13;User_6;298;Limit raise;Home improvement;20000.0;A_Pending
11942;Application_709001855;15;User_6;298;Limit raise;Home improvement;20000.0;A_Pending
11943;Application_709001855;15;User_6;298;Limit raise;Home improvement;20000.0;A_Pending
11944;Application_709001855;18;User_6;298;Limit raise;Home improvement;20000.0;A_Pending
11945;Application_709001855;2;User_6;298;Limit raise;Home improvement;20000.0;A_Pending
11946;Application_709001855;24;User_118;298;Limit raise;Home improvement;20000.0;A_Pending
11947;Application_709001855;9;User_118;298;Limit raise;Home improvement;20000.0;A_Pending
11948;Application_709001855;14;User_118;298;Limit raise;Home improvement;20000.0;A_Pending
11949;Application_709001855;10;User_102;298;Limit raise;Home improvement;20000.0;A_Pending
11950;Application_709001855;7;User_102;298;Limit raise;Home improvement;20000.0;A_Pending
16061;Application_1321130007;4;User_1;1209;New credit;Existing loan takeover;45000.0;A_Pending
16062;Application_1321130007;8;User_1;1209;New credit;Existing loan takeover;45000.0;A_Pending
16063;Application_1321130007;21;User_14;1209;New credit;Existing loan takeover;45000.0;A_Pending
16064;Application_1321130007;20;User_14;1209;New credit;Existing loan takeover;45000.0;A_Pending
16065;Application_1321130007;3;User_14;1209;New credit;Existing loan takeover;45000.0;A_Pending
16066;Application_1321130007;0;User_27;1209;New credit;Existing loan takeover;45000.0;A_Pending
16067;Application_1321130007;12;User_27;1209;New credit;Existing loan takeover;45000.0;A_Pending
16068;Application_1321130007;13;User_27;1209;New credit;Existing loan takeover;45000.0;A_Pending
16069;Application_1321130007;12;User_27;1209;New credit;Existing loan takeover;45000.0;A_Pending
16070;Application_1321130007;13;User_27;1209;New credit;Existing loan takeover;45000.0;A_Pending
16071;Application_1321130007;12;User_27;1209;New credit;Existing loan takeover;45000.0;A_Pending
16072;Application_1321130007;13;User_27;1209;New credit;Existing loan takeover;45000.0;A_Pending
16073;Application_1321130007;15;User_27;1209;New credit;Existing loan takeover;45000.0;A_Pending
16074;Application_1321130007;15;User_27;1209;New credit;Existing loan takeover;45000.0;A_Pending
16075;Application_1321130007;18;User_27;1209;New credit;Existing loan takeover;45000.0;A_Pending
16076;Application_1321130007;2;User_27;1209;New credit;Existing loan takeover;45000.0;A_Pending
16077;Application_1321130007;11;User_27;1209;New credit;Existing loan takeover;45000.0;A_Pending
16078;Application_1321130007;24;User_87;1209;New credit;Existing loan takeover;45000.0;A_Pending
16079;Application_1321130007;9;User_114;1209;New credit;Existing loan takeover;45000.0;A_Pending
16080;Application_1321130007;14;User_114;1209;New credit;Existing loan takeover;45000.0;A_Pending
16081;Application_1321130007;19;User_87;1209;New credit;Existing loan takeover;45000.0;A_Pending
16082;Application_1321130007;6;User_87;1209;New credit;Existing loan takeover;45000.0;A_Pending
16083;Application_1321130007;24;User_99;1209;New credit;Existing loan takeover;45000.0;A_Pending
16084;Application_1321130007;9;User_120;1209;New credit;Existing loan takeover;45000.0;A_Pending
16085;Application_1321130007;19;User_99;1209;New credit;Existing loan takeover;45000.0;A_Pending
16086;Application_1321130007;6;User_99;1209;New credit;Existing loan takeover;45000.0;A_Pending
16087;Application_1321130007;10;User_118;1209;New credit;Existing loan takeover;45000.0;A_Pending
16088;Application_1321130007;7;User_118;1209;New credit;Existing loan takeover;45000.0;A_Pending
17051;Application_1444519141;4;User_1;285;New credit;Car;7500.0;A_Pending
17052;Application_1444519141;8;User_1;285;New credit;Car;7500.0;A_Pending
17053;Application_1444519141;21;User_34;285;New credit;Car;7500.0;A_Pending
17054;Application_1444519141;20;User_34;285;New credit;Car;7500.0;A_Pending
17055;Application_1444519141;3;User_34;285;New credit;Car;7500.0;A_Pending
17056;Application_1444519141;0;User_2;285;New credit;Car;7500.0;A_Pending
17057;Application_1444519141;12;User_2;285;New credit;Car;7500.0;A_Pending
17058;Application_1444519141;13;User_2;285;New credit;Car;7500.0;A_Pending
17059;Application_1444519141;12;User_2;285;New credit;Car;7500.0;A_Pending
17060;Application_1444519141;13;User_2;285;New credit;Car;7500.0;A_Pending
17061;Application_1444519141;15;User_2;285;New credit;Car;7500.0;A_Pending
17062;Application_1444519141;15;User_2;285;New credit;Car;7500.0;A_Pending
17063;Application_1444519141;18;User_2;285;New credit;Car;7500.0;A_Pending
17064;Application_1444519141;2;User_2;285;New credit;Car;7500.0;A_Pending
17065;Application_1444519141;24;User_87;285;New credit;Car;7500.0;A_Pending
17066;Application_1444519141;9;User_112;285;New credit;Car;7500.0;A_Pending
17067;Application_1444519141;14;User_112;285;New credit;Car;7500.0;A_Pending
17068;Application_1444519141;19;User_87;285;New credit;Car;7500.0;A_Pending
17069;Application_1444519141;6;User_87;285;New credit;Car;7500.0;A_Pending
17070;Application_1444519141;10;User_68;285;New credit;Car;7500.0;A_Pending
17071;Application_1444519141;7;User_68;285;New credit;Car;7500.0;A_Pending
17756;Application_541114701;4;User_9;69;New credit;Unknown;0.0;A_Pending
17757;Application_541114701;20;User_9;69;New credit;Unknown;0.0;A_Pending
17758;Application_541114701;3;User_9;69;New credit;Unknown;0.0;A_Pending
17759;Application_541114701;0;User_9;69;New credit;Unknown;0.0;A_Pending
17760;Application_541114701;12;User_9;69;New credit;Unknown;0.0;A_Pending
17761;Application_541114701;13;User_9;69;New credit;Unknown;0.0;A_Pending
17762;Application_541114701;12;User_9;69;New credit;Unknown;0.0;A_Pending
17763;Application_541114701;13;User_9;69;New credit;Unknown;0.0;A_Pending
17764;Application_541114701;15;User_9;69;New credit;Unknown;0.0;A_Pending
17765;Application_541114701;15;User_9;69;New credit;Unknown;0.0;A_Pending
17766;Application_541114701;18;User_9;69;New credit;Unknown;0.0;A_Pending
17767;Application_541114701;2;User_9;69;New credit;Unknown;0.0;A_Pending
17768;Application_541114701;24;User_30;69;New credit;Unknown;0.0;A_Pending
17769;Application_541114701;9;User_113;69;New credit;Unknown;0.0;A_Pending
17770;Application_541114701;14;User_113;69;New credit;Unknown;0.0;A_Pending
17771;Application_541114701;19;User_30;69;New credit;Unknown;0.0;A_Pending
17772;Application_541114701;6;User_30;69;New credit;Unknown;0.0;A_Pending
17773;Application_541114701;24;User_116;69;New credit;Unknown;0.0;A_Pending
17774;Application_541114701;9;User_116;69;New credit;Unknown;0.0;A_Pending
17775;Application_541114701;10;User_99;69;New credit;Unknown;0.0;A_Pending
17776;Application_541114701;7;User_99;69;New credit;Unknown;0.0;A_Pending
21575;Application_16918887;4;User_19;68;New credit;Unknown;0.0;A_Pending
21576;Application_16918887;20;User_19;68;New credit;Unknown;0.0;A_Pending
21577;Application_16918887;3;User_19;68;New credit;Unknown;0.0;A_Pending
21578;Application_16918887;0;User_19;68;New credit;Unknown;0.0;A_Pending
21579;Application_16918887;12;User_19;68;New credit;Unknown;0.0;A_Pending
21580;Application_16918887;13;User_19;68;New credit;Unknown;0.0;A_Pending
21581;Application_16918887;12;User_19;68;New credit;Unknown;0.0;A_Pending
21582;Application_16918887;13;User_19;68;New credit;Unknown;0.0;A_Pending
21583;Application_16918887;15;User_19;68;New credit;Unknown;0.0;A_Pending
21584;Application_16918887;15;User_19;68;New credit;Unknown;0.0;A_Pending
21585;Application_16918887;18;User_19;68;New credit;Unknown;0.0;A_Pending
21586;Application_16918887;2;User_19;68;New credit;Unknown;0.0;A_Pending
21587;Application_16918887;24;User_119;68;New credit;Unknown;0.0;A_Pending
21588;Application_16918887;9;User_119;68;New credit;Unknown;0.0;A_Pending
21589;Application_16918887;14;User_119;68;New credit;Unknown;0.0;A_Pending
21590;Application_16918887;10;User_75;68;New credit;Unknown;0.0;A_Pending
21591;Application_16918887;7;User_75;68;New credit;Unknown;0.0;A_Pending
22783;Application_1884913104;4;User_10;1006;New credit;Existing loan takeover;39000.0;A_Pending
22784;Application_1884913104;20;User_10;1006;New credit;Existing loan takeover;39000.0;A_Pending
22785;Application_1884913104;3;User_10;1006;New credit;Existing loan takeover;39000.0;A_Pending
22786;Application_1884913104;0;User_10;1006;New credit;Existing loan takeover;39000.0;A_Pending
22787;Application_1884913104;12;User_10;1006;New credit;Existing loan takeover;39000.0;A_Pending
22788;Application_1884913104;13;User_10;1006;New credit;Existing loan takeover;39000.0;A_Pending
22789;Application_1884913104;12;User_10;1006;New credit;Existing loan takeover;39000.0;A_Pending
22790;Application_1884913104;13;User_10;1006;New credit;Existing loan takeover;39000.0;A_Pending
22791;Application_1884913104;11;User_10;1006;New credit;Existing loan takeover;39000.0;A_Pending
22792;Application_1884913104;15;User_10;1006;New credit;Existing loan takeover;39000.0;A_Pending
22793;Application_1884913104;18;User_10;1006;New credit;Existing loan takeover;39000.0;A_Pending
22794;Application_1884913104;2;User_10;1006;New credit;Existing loan takeover;39000.0;A_Pending
22795;Application_1884913104;24;User_95;1006;New credit;Existing loan takeover;39000.0;A_Pending
22796;Application_1884913104;9;User_117;1006;New credit;Existing loan takeover;39000.0;A_Pending
22797;Application_1884913104;14;User_117;1006;New credit;Existing loan takeover;39000.0;A_Pending
22798;Application_1884913104;19;User_35;1006;New credit;Existing loan takeover;39000.0;A_Pending
22799;Application_1884913104;6;User_95;1006;New credit;Existing loan takeover;39000.0;A_Pending
22800;Application_1884913104;24;User_87;1006;New credit;Existing loan takeover;39000.0;A_Pending
22801;Application_1884913104;9;User_35;1006;New credit;Existing loan takeover;39000.0;A_Pending
22802;Application_1884913104;10;User_87;1006;New credit;Existing loan takeover;39000.0;A_Pending
22803;Application_1884913104;7;User_87;1006;New credit;Existing loan takeover;39000.0;A_Pending
24171;Application_1893449548;4;User_43;1265;New credit;Car;6700.0;A_Pending
24172;Application_1893449548;20;User_43;1265;New credit;Car;6700.0;A_Pending
24173;Application_1893449548;3;User_43;1265;New credit;Car;6700.0;A_Pending
24174;Application_1893449548;0;User_43;1265;New credit;Car;6700.0;A_Pending
24175;Application_1893449548;12;User_27;1265;New credit;Car;6700.0;A_Pending
24176;Application_1893449548;13;User_27;1265;New credit;Car;6700.0;A_Pending
24177;Application_1893449548;15;User_27;1265;New credit;Car;6700.0;A_Pending
24178;Application_1893449548;18;User_27;1265;New credit;Car;6700.0;A_Pending
24179;Application_1893449548;2;User_27;1265;New credit;Car;6700.0;A_Pending
24180;Application_1893449548;12;User_27;1265;New credit;Car;6700.0;A_Pending
24181;Application_1893449548;13;User_27;1265;New credit;Car;6700.0;A_Pending
24182;Application_1893449548;15;User_27;1265;New credit;Car;6700.0;A_Pending
24183;Application_1893449548;12;User_85;1265;New credit;Car;6700.0;A_Pending
24184;Application_1893449548;13;User_85;1265;New credit;Car;6700.0;A_Pending
24185;Application_1893449548;12;User_85;1265;New credit;Car;6700.0;A_Pending
24186;Application_1893449548;13;User_85;1265;New credit;Car;6700.0;A_Pending
24187;Application_1893449548;15;User_85;1265;New credit;Car;6700.0;A_Pending
24188;Application_1893449548;15;User_85;1265;New credit;Car;6700.0;A_Pending
24189;Application_1893449548;24;User_95;1265;New credit;Car;6700.0;A_Pending
24190;Application_1893449548;9;User_113;1265;New credit;Car;6700.0;A_Pending
24191;Application_1893449548;14;User_113;1265;New credit;Car;6700.0;A_Pending
24192;Application_1893449548;19;User_95;1265;New credit;Car;6700.0;A_Pending
24193;Application_1893449548;6;User_95;1265;New credit;Car;6700.0;A_Pending
24194;Application_1893449548;24;User_114;1265;New credit;Car;6700.0;A_Pending
24195;Application_1893449548;9;User_114;1265;New credit;Car;6700.0;A_Pending
24196;Application_1893449548;14;User_114;1265;New credit;Car;6700.0;A_Pending
24197;Application_1893449548;19;User_95;1265;New credit;Car;6700.0;A_Pending
24198;Application_1893449548;6;User_95;1265;New credit;Car;6700.0;A_Pending
24199;Application_1893449548;24;User_114;1265;New credit;Car;6700.0;A_Pending
24200;Application_1893449548;9;User_114;1265;New credit;Car;6700.0;A_Pending
24201;Application_1893449548;14;User_114;1265;New credit;Car;6700.0;A_Pending
24202;Application_1893449548;19;User_75;1265;New credit;Car;6700.0;A_Pending
24203;Application_1893449548;6;User_75;1265;New credit;Car;6700.0;A_Pending
24204;Application_1893449548;24;User_25;1265;New credit;Car;6700.0;A_Pending
24205;Application_1893449548;9;User_25;1265;New credit;Car;6700.0;A_Pending
24206;Application_1893449548;10;User_117;1265;New credit;Car;6700.0;A_Pending
24207;Application_1893449548;7;User_117;1265;New credit;Car;6700.0;A_Pending
27609;Application_457372717;4;User_44;1291;New credit;Car;12500.0;A_Pending
27610;Application_457372717;20;User_44;1291;New credit;Car;12500.0;A_Pending
27611;Application_457372717;3;User_44;1291;New credit;Car;12500.0;A_Pending
27612;Application_457372717;0;User_44;1291;New credit;Car;12500.0;A_Pending
27613;Application_457372717;12;User_44;1291;New credit;Car;12500.0;A_Pending
27614;Application_457372717;13;User_44;1291;New credit;Car;12500.0;A_Pending
27615;Application_457372717;12;User_44;1291;New credit;Car;12500.0;A_Pending
27616;Application_457372717;13;User_44;1291;New credit;Car;12500.0;A_Pending
27617;Application_457372717;12;User_44;1291;New credit;Car;12500.0;A_Pending
27618;Application_457372717;13;User_44;1291;New credit;Car;12500.0;A_Pending
27619;Application_457372717;12;User_44;1291;New credit;Car;12500.0;A_Pending
27620;Application_457372717;13;User_44;1291;New credit;Car;12500.0;A_Pending
27621;Application_457372717;15;User_44;1291;New credit;Car;12500.0;A_Pending
27622;Application_457372717;15;User_44;1291;New credit;Car;12500.0;A_Pending
27623;Application_457372717;15;User_44;1291;New credit;Car;12500.0;A_Pending
27624;Application_457372717;15;User_44;1291;New credit;Car;12500.0;A_Pending
27625;Application_457372717;18;User_44;1291;New credit;Car;12500.0;A_Pending
27626;Application_457372717;2;User_44;1291;New credit;Car;12500.0;A_Pending
27627;Application_457372717;12;User_3;1291;New credit;Car;12500.0;A_Pending
27628;Application_457372717;13;User_3;1291;New credit;Car;12500.0;A_Pending
27629;Application_457372717;15;User_3;1291;New credit;Car;12500.0;A_Pending
27630;Application_457372717;24;User_118;1291;New credit;Car;12500.0;A_Pending
27631;Application_457372717;9;User_118;1291;New credit;Car;12500.0;A_Pending
27632;Application_457372717;14;User_118;1291;New credit;Car;12500.0;A_Pending
27633;Application_457372717;19;User_102;1291;New credit;Car;12500.0;A_Pending
27634;Application_457372717;6;User_102;1291;New credit;Car;12500.0;A_Pending
27635;Application_457372717;24;User_116;1291;New credit;Car;12500.0;A_Pending
27636;Application_457372717;9;User_116;1291;New credit;Car;12500.0;A_Pending
27637;Application_457372717;10;User_115;1291;New credit;Car;12500.0;A_Pending
27638;Application_457372717;7;User_115;1291;New credit;Car;12500.0;A_Pending
29839;Application_465385333;4;User_3;995;New credit;Home improvement;15000.0;A_Pending
29840;Application_465385333;20;User_3;995;New credit;Home improvement;15000.0;A_Pending
29841;Application_465385333;3;User_3;995;New credit;Home improvement;15000.0;A_Pending
29842;Application_465385333;0;User_3;995;New credit;Home improvement;15000.0;A_Pending
29843;Application_465385333;12;User_3;995;New credit;Home improvement;15000.0;A_Pending
29844;Application_465385333;13;User_3;995;New credit;Home improvement;15000.0;A_Pending
29845;Application_465385333;12;User_3;995;New credit;Home improvement;15000.0;A_Pending
29846;Application_465385333;13;User_3;995;New credit;Home improvement;15000.0;A_Pending
29847;Application_465385333;15;User_3;995;New credit;Home improvement;15000.0;A_Pending
29848;Application_465385333;15;User_3;995;New credit;Home improvement;15000.0;A_Pending
29849;Application_465385333;18;User_3;995;New credit;Home improvement;15000.0;A_Pending
29850;Application_465385333;2;User_3;995;New credit;Home improvement;15000.0;A_Pending
29851;Application_465385333;12;User_73;995;New credit;Home improvement;15000.0;A_Pending
29852;Application_465385333;13;User_73;995;New credit;Home improvement;15000.0;A_Pending
29853;Application_465385333;12;User_73;995;New credit;Home improvement;15000.0;A_Pending
29854;Application_465385333;13;User_73;995;New credit;Home improvement;15000.0;A_Pending
29855;Application_465385333;15;User_73;995;New credit;Home improvement;15000.0;A_Pending
29856;Application_465385333;15;User_73;995;New credit;Home improvement;15000.0;A_Pending
29857;Application_465385333;24;User_112;995;New credit;Home improvement;15000.0;A_Pending
29858;Application_465385333;9;User_112;995;New credit;Home improvement;15000.0;A_Pending
29859;Application_465385333;14;User_112;995;New credit;Home improvement;15000.0;A_Pending
29860;Application_465385333;19;User_100;995;New credit;Home improvement;15000.0;A_Pending
29861;Application_465385333;6;User_100;995;New credit;Home improvement;15000.0;A_Pending
29862;Application_465385333;24;User_119;995;New credit;Home improvement;15000.0;A_Pending
29863;Application_465385333;9;User_119;995;New credit;Home improvement;15000.0;A_Pending
29864;Application_465385333;10;User_115;995;New credit;Home improvement;15000.0;A_Pending
29865;Application_465385333;7;User_115;995;New credit;Home improvement;15000.0;A_Pending
30516;Application_2037628374;4;User_18;1311;New credit;Remaining debt home;18000.0;A_Pending
30517;Application_2037628374;20;User_18;1311;New credit;Remaining debt home;18000.0;A_Pending
30518;Application_2037628374;3;User_18;1311;New credit;Remaining debt home;18000.0;A_Pending
30519;Application_2037628374;0;User_18;1311;New credit;Remaining debt home;18000.0;A_Pending
30520;Application_2037628374;12;User_18;1311;New credit;Remaining debt home;18000.0;A_Pending
30521;Application_2037628374;13;User_18;1311;New credit;Remaining debt home;18000.0;A_Pending
30522;Application_2037628374;15;User_18;1311;New credit;Remaining debt home;18000.0;A_Pending
30523;Application_2037628374;18;User_18;1311;New credit;Remaining debt home;18000.0;A_Pending
30524;Application_2037628374;2;User_18;1311;New credit;Remaining debt home;18000.0;A_Pending
