index;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
1716;Application_1876456626;14;User_112;605;New credit;Car;10750.0;A_Pending
1717;Application_1876456626;19;User_95;605;New credit;Car;10750.0;A_Pending
1718;Application_1876456626;6;User_95;605;New credit;Car;10750.0;A_Pending
1719;Application_1876456626;12;User_34;605;New credit;Car;10750.0;A_Pending
1720;Application_1876456626;13;User_34;605;New credit;Car;10750.0;A_Pending
1721;Application_1876456626;15;User_34;605;New credit;Car;10750.0;A_Pending
1722;Application_1876456626;24;User_95;605;New credit;Car;10750.0;A_Pending
1723;Application_1876456626;9;User_114;605;New credit;Car;10750.0;A_Pending
1724;Application_1876456626;14;User_114;605;New credit;Car;10750.0;A_Pending
1725;Application_1876456626;19;User_95;605;New credit;Car;10750.0;A_Pending
1726;Application_1876456626;6;User_95;605;New credit;Car;10750.0;A_Pending
1727;Application_1876456626;24;User_95;605;New credit;Car;10750.0;A_Pending
1728;Application_1876456626;9;User_116;605;New credit;Car;10750.0;A_Pending
1729;Application_1876456626;10;User_95;605;New credit;Car;10750.0;A_Pending
1730;Application_1876456626;7;User_95;605;New credit;Car;10750.0;A_Pending
3853;Application_1248349972;4;User_1;173;New credit;Other, see explanation;5000.0;A_Cancelled
3854;Application_1248349972;8;User_1;173;New credit;Other, see explanation;5000.0;A_Cancelled
3855;Application_1248349972;21;User_5;173;New credit;Other, see explanation;5000.0;A_Cancelled
3856;Application_1248349972;20;User_5;173;New credit;Other, see explanation;5000.0;A_Cancelled
3857;Application_1248349972;3;User_5;173;New credit;Other, see explanation;5000.0;A_Cancelled
3858;Application_1248349972;0;User_108;173;New credit;Other, see explanation;5000.0;A_Cancelled
3859;Application_1248349972;12;User_108;173;New credit;Other, see explanation;5000.0;A_Cancelled
3860;Application_1248349972;13;User_108;173;New credit;Other, see explanation;5000.0;A_Cancelled
3861;Application_1248349972;15;User_108;173;New credit;Other, see explanation;5000.0;A_Cancelled
3862;Application_1248349972;18;User_108;173;New credit;Other, see explanation;5000.0;A_Cancelled
3863;Application_1248349972;2;User_108;173;New credit;Other, see explanation;5000.0;A_Cancelled
3864;Application_1248349972;24;User_95;173;New credit;Other, see explanation;5000.0;A_Cancelled
3865;Application_1248349972;9;User_119;173;New credit;Other, see explanation;5000.0;A_Cancelled
3866;Application_1248349972;14;User_119;173;New credit;Other, see explanation;5000.0;A_Cancelled
3867;Application_1248349972;19;User_2;173;New credit;Other, see explanation;5000.0;A_Cancelled
3868;Application_1248349972;6;User_95;173;New credit;Other, see explanation;5000.0;A_Cancelled
3869;Application_1248349972;24;User_95;173;New credit;Other, see explanation;5000.0;A_Cancelled
3870;Application_1248349972;9;User_119;173;New credit;Other, see explanation;5000.0;A_Cancelled
3871;Application_1248349972;19;User_95;173;New credit;Other, see explanation;5000.0;A_Cancelled
3872;Application_1248349972;6;User_95;173;New credit;Other, see explanation;5000.0;A_Cancelled
3873;Application_1248349972;1;User_2;173;New credit;Other, see explanation;5000.0;A_Cancelled
6927;Application_1631137033;4;User_1;919;New credit;Not speficied;20000.0;A_Cancelled
6928;Application_1631137033;8;User_1;919;New credit;Not speficied;20000.0;A_Cancelled
6929;Application_1631137033;21;User_6;919;New credit;Not speficied;20000.0;A_Cancelled
6930;Application_1631137033;20;User_6;919;New credit;Not speficied;20000.0;A_Cancelled
6931;Application_1631137033;3;User_6;919;New credit;Not speficied;20000.0;A_Cancelled
6932;Application_1631137033;0;User_12;919;New credit;Not speficied;20000.0;A_Cancelled
6933;Application_1631137033;12;User_12;919;New credit;Not speficied;20000.0;A_Cancelled
6934;Application_1631137033;13;User_12;919;New credit;Not speficied;20000.0;A_Cancelled
6935;Application_1631137033;15;User_12;919;New credit;Not speficied;20000.0;A_Cancelled
6936;Application_1631137033;18;User_12;919;New credit;Not speficied;20000.0;A_Cancelled
6937;Application_1631137033;2;User_12;919;New credit;Not speficied;20000.0;A_Cancelled
6938;Application_1631137033;24;User_95;919;New credit;Not speficied;20000.0;A_Cancelled
6939;Application_1631137033;9;User_118;919;New credit;Not speficied;20000.0;A_Cancelled
6940;Application_1631137033;14;User_118;919;New credit;Not speficied;20000.0;A_Cancelled
6941;Application_1631137033;19;User_74;919;New credit;Not speficied;20000.0;A_Cancelled
6942;Application_1631137033;6;User_95;919;New credit;Not speficied;20000.0;A_Cancelled
6943;Application_1631137033;24;User_95;919;New credit;Not speficied;20000.0;A_Cancelled
6944;Application_1631137033;9;User_118;919;New credit;Not speficied;20000.0;A_Cancelled
6945;Application_1631137033;19;User_95;919;New credit;Not speficied;20000.0;A_Cancelled
6946;Application_1631137033;6;User_95;919;New credit;Not speficied;20000.0;A_Cancelled
6947;Application_1631137033;24;User_95;919;New credit;Not speficied;20000.0;A_Cancelled
6948;Application_1631137033;9;User_117;919;New credit;Not speficied;20000.0;A_Cancelled
6949;Application_1631137033;19;User_95;919;New credit;Not speficied;20000.0;A_Cancelled
6950;Application_1631137033;6;User_95;919;New credit;Not speficied;20000.0;A_Cancelled
6951;Application_1631137033;24;User_74;919;New credit;Not speficied;20000.0;A_Cancelled
6952;Application_1631137033;9;User_74;919;New credit;Not speficied;20000.0;A_Cancelled
6953;Application_1631137033;19;User_95;919;New credit;Not speficied;20000.0;A_Cancelled
6954;Application_1631137033;6;User_95;919;New credit;Not speficied;20000.0;A_Cancelled
6955;Application_1631137033;1;User_19;919;New credit;Not speficied;20000.0;A_Cancelled
9640;Application_2071622465;4;User_1;946;New credit;Home improvement;8000.0;A_Pending
9641;Application_2071622465;8;User_1;946;New credit;Home improvement;8000.0;A_Pending
9642;Application_2071622465;21;User_2;946;New credit;Home improvement;8000.0;A_Pending
9643;Application_2071622465;20;User_2;946;New credit;Home improvement;8000.0;A_Pending
9644;Application_2071622465;3;User_2;946;New credit;Home improvement;8000.0;A_Pending
9645;Application_2071622465;0;User_19;946;New credit;Home improvement;8000.0;A_Pending
9646;Application_2071622465;12;User_19;946;New credit;Home improvement;8000.0;A_Pending
9647;Application_2071622465;13;User_19;946;New credit;Home improvement;8000.0;A_Pending
9648;Application_2071622465;12;User_19;946;New credit;Home improvement;8000.0;A_Pending
9649;Application_2071622465;13;User_19;946;New credit;Home improvement;8000.0;A_Pending
9650;Application_2071622465;15;User_19;946;New credit;Home improvement;8000.0;A_Pending
9651;Application_2071622465;15;User_19;946;New credit;Home improvement;8000.0;A_Pending
9652;Application_2071622465;18;User_19;946;New credit;Home improvement;8000.0;A_Pending
9653;Application_2071622465;2;User_19;946;New credit;Home improvement;8000.0;A_Pending
9654;Application_2071622465;12;User_28;946;New credit;Home improvement;8000.0;A_Pending
9655;Application_2071622465;13;User_28;946;New credit;Home improvement;8000.0;A_Pending
9656;Application_2071622465;15;User_28;946;New credit;Home improvement;8000.0;A_Pending
9657;Application_2071622465;24;User_30;946;New credit;Home improvement;8000.0;A_Pending
9658;Application_2071622465;9;User_117;946;New credit;Home improvement;8000.0;A_Pending
9659;Application_2071622465;14;User_117;946;New credit;Home improvement;8000.0;A_Pending
9660;Application_2071622465;19;User_30;946;New credit;Home improvement;8000.0;A_Pending
9661;Application_2071622465;6;User_30;946;New credit;Home improvement;8000.0;A_Pending
9662;Application_2071622465;24;User_30;946;New credit;Home improvement;8000.0;A_Pending
9663;Application_2071622465;9;User_119;946;New credit;Home improvement;8000.0;A_Pending
9664;Application_2071622465;10;User_30;946;New credit;Home improvement;8000.0;A_Pending
9665;Application_2071622465;7;User_30;946;New credit;Home improvement;8000.0;A_Pending
11128;Application_2142068408;4;User_1;1174;New credit;Car;12500.0;A_Cancelled
11129;Application_2142068408;8;User_1;1174;New credit;Car;12500.0;A_Cancelled
11130;Application_2142068408;3;User_1;1174;New credit;Car;12500.0;A_Cancelled
11131;Application_2142068408;20;User_15;1174;New credit;Car;12500.0;A_Cancelled
11132;Application_2142068408;0;User_10;1174;New credit;Car;12500.0;A_Cancelled
11133;Application_2142068408;12;User_10;1174;New credit;Car;12500.0;A_Cancelled
11134;Application_2142068408;13;User_10;1174;New credit;Car;12500.0;A_Cancelled
11135;Application_2142068408;15;User_10;1174;New credit;Car;12500.0;A_Cancelled
11136;Application_2142068408;18;User_10;1174;New credit;Car;12500.0;A_Cancelled
11137;Application_2142068408;2;User_10;1174;New credit;Car;12500.0;A_Cancelled
11138;Application_2142068408;12;User_10;1174;New credit;Car;12500.0;A_Cancelled
11139;Application_2142068408;13;User_10;1174;New credit;Car;12500.0;A_Cancelled
11140;Application_2142068408;15;User_10;1174;New credit;Car;12500.0;A_Cancelled
11141;Application_2142068408;24;User_68;1174;New credit;Car;12500.0;A_Cancelled
11142;Application_2142068408;9;User_116;1174;New credit;Car;12500.0;A_Cancelled
11143;Application_2142068408;14;User_116;1174;New credit;Car;12500.0;A_Cancelled
11144;Application_2142068408;19;User_34;1174;New credit;Car;12500.0;A_Cancelled
11145;Application_2142068408;6;User_68;1174;New credit;Car;12500.0;A_Cancelled
11146;Application_2142068408;12;User_10;1174;New credit;Car;12500.0;A_Cancelled
11147;Application_2142068408;13;User_10;1174;New credit;Car;12500.0;A_Cancelled
11148;Application_2142068408;15;User_10;1174;New credit;Car;12500.0;A_Cancelled
11149;Application_2142068408;1;User_34;1174;New credit;Car;12500.0;A_Cancelled
12531;Application_1231383244;4;User_1;613;New credit;Remaining debt home;12500.0;A_Cancelled
12532;Application_1231383244;8;User_1;613;New credit;Remaining debt home;12500.0;A_Cancelled
12533;Application_1231383244;21;User_5;613;New credit;Remaining debt home;12500.0;A_Cancelled
12534;Application_1231383244;20;User_5;613;New credit;Remaining debt home;12500.0;A_Cancelled
12535;Application_1231383244;3;User_5;613;New credit;Remaining debt home;12500.0;A_Cancelled
12536;Application_1231383244;0;User_37;613;New credit;Remaining debt home;12500.0;A_Cancelled
12537;Application_1231383244;12;User_25;613;New credit;Remaining debt home;12500.0;A_Cancelled
12538;Application_1231383244;13;User_25;613;New credit;Remaining debt home;12500.0;A_Cancelled
12539;Application_1231383244;15;User_25;613;New credit;Remaining debt home;12500.0;A_Cancelled
12540;Application_1231383244;18;User_25;613;New credit;Remaining debt home;12500.0;A_Cancelled
12541;Application_1231383244;2;User_25;613;New credit;Remaining debt home;12500.0;A_Cancelled
12542;Application_1231383244;24;User_29;613;New credit;Remaining debt home;12500.0;A_Cancelled
12543;Application_1231383244;9;User_118;613;New credit;Remaining debt home;12500.0;A_Cancelled
12544;Application_1231383244;14;User_118;613;New credit;Remaining debt home;12500.0;A_Cancelled
12545;Application_1231383244;19;User_41;613;New credit;Remaining debt home;12500.0;A_Cancelled
12546;Application_1231383244;6;User_29;613;New credit;Remaining debt home;12500.0;A_Cancelled
12547;Application_1231383244;24;User_41;613;New credit;Remaining debt home;12500.0;A_Cancelled
12548;Application_1231383244;9;User_41;613;New credit;Remaining debt home;12500.0;A_Cancelled
12549;Application_1231383244;19;User_29;613;New credit;Remaining debt home;12500.0;A_Cancelled
12550;Application_1231383244;6;User_29;613;New credit;Remaining debt home;12500.0;A_Cancelled
12551;Application_1231383244;24;User_112;613;New credit;Remaining debt home;12500.0;A_Cancelled
12552;Application_1231383244;9;User_112;613;New credit;Remaining debt home;12500.0;A_Cancelled
12553;Application_1231383244;19;User_29;613;New credit;Remaining debt home;12500.0;A_Cancelled
12554;Application_1231383244;6;User_29;613;New credit;Remaining debt home;12500.0;A_Cancelled
12555;Application_1231383244;1;User_74;613;New credit;Remaining debt home;12500.0;A_Cancelled
12599;Application_1086190151;4;User_1;1181;New credit;Not speficied;15000.0;A_Cancelled
12600;Application_1086190151;8;User_1;1181;New credit;Not speficied;15000.0;A_Cancelled
12601;Application_1086190151;21;User_25;1181;New credit;Not speficied;15000.0;A_Cancelled
12602;Application_1086190151;20;User_25;1181;New credit;Not speficied;15000.0;A_Cancelled
12603;Application_1086190151;3;User_25;1181;New credit;Not speficied;15000.0;A_Cancelled
12604;Application_1086190151;0;User_71;1181;New credit;Not speficied;15000.0;A_Cancelled
12605;Application_1086190151;12;User_71;1181;New credit;Not speficied;15000.0;A_Cancelled
12606;Application_1086190151;13;User_71;1181;New credit;Not speficied;15000.0;A_Cancelled
12607;Application_1086190151;15;User_71;1181;New credit;Not speficied;15000.0;A_Cancelled
12608;Application_1086190151;18;User_71;1181;New credit;Not speficied;15000.0;A_Cancelled
12609;Application_1086190151;2;User_71;1181;New credit;Not speficied;15000.0;A_Cancelled
12610;Application_1086190151;12;User_28;1181;New credit;Not speficied;15000.0;A_Cancelled
12611;Application_1086190151;13;User_28;1181;New credit;Not speficied;15000.0;A_Cancelled
12612;Application_1086190151;15;User_28;1181;New credit;Not speficied;15000.0;A_Cancelled
12613;Application_1086190151;24;User_95;1181;New credit;Not speficied;15000.0;A_Cancelled
12614;Application_1086190151;9;User_114;1181;New credit;Not speficied;15000.0;A_Cancelled
12615;Application_1086190151;14;User_114;1181;New credit;Not speficied;15000.0;A_Cancelled
12616;Application_1086190151;19;User_16;1181;New credit;Not speficied;15000.0;A_Cancelled
12617;Application_1086190151;6;User_95;1181;New credit;Not speficied;15000.0;A_Cancelled
12618;Application_1086190151;12;User_17;1181;New credit;Not speficied;15000.0;A_Cancelled
12619;Application_1086190151;13;User_17;1181;New credit;Not speficied;15000.0;A_Cancelled
12620;Application_1086190151;15;User_17;1181;New credit;Not speficied;15000.0;A_Cancelled
12621;Application_1086190151;24;User_95;1181;New credit;Not speficied;15000.0;A_Cancelled
12622;Application_1086190151;9;User_95;1181;New credit;Not speficied;15000.0;A_Cancelled
12623;Application_1086190151;19;User_95;1181;New credit;Not speficied;15000.0;A_Cancelled
12624;Application_1086190151;6;User_95;1181;New credit;Not speficied;15000.0;A_Cancelled
12625;Application_1086190151;1;User_16;1181;New credit;Not speficied;15000.0;A_Cancelled
12840;Application_827969862;4;User_1;1185;New credit;Car;6500.0;A_Cancelled
12841;Application_827969862;8;User_1;1185;New credit;Car;6500.0;A_Cancelled
12842;Application_827969862;21;User_5;1185;New credit;Car;6500.0;A_Cancelled
12843;Application_827969862;20;User_49;1185;New credit;Car;6500.0;A_Cancelled
12844;Application_827969862;3;User_5;1185;New credit;Car;6500.0;A_Cancelled
12845;Application_827969862;0;User_49;1185;New credit;Car;6500.0;A_Cancelled
12846;Application_827969862;12;User_49;1185;New credit;Car;6500.0;A_Cancelled
12847;Application_827969862;13;User_49;1185;New credit;Car;6500.0;A_Cancelled
12848;Application_827969862;15;User_49;1185;New credit;Car;6500.0;A_Cancelled
12849;Application_827969862;18;User_49;1185;New credit;Car;6500.0;A_Cancelled
12850;Application_827969862;2;User_49;1185;New credit;Car;6500.0;A_Cancelled
12851;Application_827969862;12;User_12;1185;New credit;Car;6500.0;A_Cancelled
12852;Application_827969862;13;User_12;1185;New credit;Car;6500.0;A_Cancelled
12853;Application_827969862;15;User_12;1185;New credit;Car;6500.0;A_Cancelled
12854;Application_827969862;12;User_2;1185;New credit;Car;6500.0;A_Cancelled
12855;Application_827969862;13;User_2;1185;New credit;Car;6500.0;A_Cancelled
12856;Application_827969862;15;User_2;1185;New credit;Car;6500.0;A_Cancelled
12857;Application_827969862;12;User_28;1185;New credit;Car;6500.0;A_Cancelled
12858;Application_827969862;13;User_28;1185;New credit;Car;6500.0;A_Cancelled
12859;Application_827969862;15;User_28;1185;New credit;Car;6500.0;A_Cancelled
12860;Application_827969862;24;User_30;1185;New credit;Car;6500.0;A_Cancelled
12861;Application_827969862;9;User_116;1185;New credit;Car;6500.0;A_Cancelled
12862;Application_827969862;14;User_116;1185;New credit;Car;6500.0;A_Cancelled
12863;Application_827969862;19;User_30;1185;New credit;Car;6500.0;A_Cancelled
12864;Application_827969862;6;User_30;1185;New credit;Car;6500.0;A_Cancelled
12865;Application_827969862;24;User_30;1185;New credit;Car;6500.0;A_Cancelled
12866;Application_827969862;9;User_30;1185;New credit;Car;6500.0;A_Cancelled
12867;Application_827969862;19;User_30;1185;New credit;Car;6500.0;A_Cancelled
12868;Application_827969862;6;User_30;1185;New credit;Car;6500.0;A_Cancelled
12869;Application_827969862;11;User_34;1185;New credit;Car;6500.0;A_Cancelled
12870;Application_827969862;11;User_34;1185;New credit;Car;6500.0;A_Cancelled
12871;Application_827969862;11;User_34;1185;New credit;Car;6500.0;A_Cancelled
12872;Application_827969862;11;User_34;1185;New credit;Car;6500.0;A_Cancelled
12873;Application_827969862;1;User_13;1185;New credit;Car;6500.0;A_Cancelled
13120;Application_1084718608;4;User_1;1186;New credit;Home improvement;8000.0;A_Pending
13121;Application_1084718608;8;User_1;1186;New credit;Home improvement;8000.0;A_Pending
13122;Application_1084718608;21;User_5;1186;New credit;Home improvement;8000.0;A_Pending
13123;Application_1084718608;20;User_108;1186;New credit;Home improvement;8000.0;A_Pending
13124;Application_1084718608;3;User_5;1186;New credit;Home improvement;8000.0;A_Pending
13125;Application_1084718608;0;User_108;1186;New credit;Home improvement;8000.0;A_Pending
13126;Application_1084718608;12;User_108;1186;New credit;Home improvement;8000.0;A_Pending
13127;Application_1084718608;13;User_108;1186;New credit;Home improvement;8000.0;A_Pending
13128;Application_1084718608;15;User_108;1186;New credit;Home improvement;8000.0;A_Pending
13129;Application_1084718608;18;User_108;1186;New credit;Home improvement;8000.0;A_Pending
13130;Application_1084718608;2;User_108;1186;New credit;Home improvement;8000.0;A_Pending
13131;Application_1084718608;12;User_41;1186;New credit;Home improvement;8000.0;A_Pending
13132;Application_1084718608;13;User_41;1186;New credit;Home improvement;8000.0;A_Pending
13133;Application_1084718608;15;User_41;1186;New credit;Home improvement;8000.0;A_Pending
13134;Application_1084718608;12;User_28;1186;New credit;Home improvement;8000.0;A_Pending
13135;Application_1084718608;13;User_28;1186;New credit;Home improvement;8000.0;A_Pending
13136;Application_1084718608;15;User_28;1186;New credit;Home improvement;8000.0;A_Pending
13137;Application_1084718608;12;User_24;1186;New credit;Home improvement;8000.0;A_Pending
13138;Application_1084718608;13;User_24;1186;New credit;Home improvement;8000.0;A_Pending
13139;Application_1084718608;11;User_24;1186;New credit;Home improvement;8000.0;A_Pending
13140;Application_1084718608;11;User_24;1186;New credit;Home improvement;8000.0;A_Pending
13141;Application_1084718608;15;User_24;1186;New credit;Home improvement;8000.0;A_Pending
13142;Application_1084718608;24;User_95;1186;New credit;Home improvement;8000.0;A_Pending
13143;Application_1084718608;9;User_117;1186;New credit;Home improvement;8000.0;A_Pending
13144;Application_1084718608;14;User_117;1186;New credit;Home improvement;8000.0;A_Pending
13145;Application_1084718608;19;User_95;1186;New credit;Home improvement;8000.0;A_Pending
13146;Application_1084718608;6;User_95;1186;New credit;Home improvement;8000.0;A_Pending
13147;Application_1084718608;14;User_117;1186;New credit;Home improvement;8000.0;A_Pending
13148;Application_1084718608;24;User_87;1186;New credit;Home improvement;8000.0;A_Pending
13149;Application_1084718608;9;User_117;1186;New credit;Home improvement;8000.0;A_Pending
13150;Application_1084718608;19;User_87;1186;New credit;Home improvement;8000.0;A_Pending
13151;Application_1084718608;6;User_87;1186;New credit;Home improvement;8000.0;A_Pending
13152;Application_1084718608;10;User_118;1186;New credit;Home improvement;8000.0;A_Pending
13153;Application_1084718608;7;User_118;1186;New credit;Home improvement;8000.0;A_Pending
13386;Application_224001459;4;User_1;475;New credit;Existing loan takeover;15000.0;A_Denied
13387;Application_224001459;8;User_1;475;New credit;Existing loan takeover;15000.0;A_Denied
13388;Application_224001459;21;User_5;475;New credit;Existing loan takeover;15000.0;A_Denied
13389;Application_224001459;20;User_5;475;New credit;Existing loan takeover;15000.0;A_Denied
13390;Application_224001459;3;User_5;475;New credit;Existing loan takeover;15000.0;A_Denied
13391;Application_224001459;0;User_41;475;New credit;Existing loan takeover;15000.0;A_Denied
13392;Application_224001459;12;User_41;475;New credit;Existing loan takeover;15000.0;A_Denied
13393;Application_224001459;13;User_41;475;New credit;Existing loan takeover;15000.0;A_Denied
13394;Application_224001459;15;User_41;475;New credit;Existing loan takeover;15000.0;A_Denied
13395;Application_224001459;18;User_41;475;New credit;Existing loan takeover;15000.0;A_Denied
13396;Application_224001459;2;User_41;475;New credit;Existing loan takeover;15000.0;A_Denied
13397;Application_224001459;12;User_21;475;New credit;Existing loan takeover;15000.0;A_Denied
13398;Application_224001459;13;User_21;475;New credit;Existing loan takeover;15000.0;A_Denied
13399;Application_224001459;15;User_21;475;New credit;Existing loan takeover;15000.0;A_Denied
13400;Application_224001459;12;User_28;475;New credit;Existing loan takeover;15000.0;A_Denied
13401;Application_224001459;13;User_28;475;New credit;Existing loan takeover;15000.0;A_Denied
13402;Application_224001459;15;User_28;475;New credit;Existing loan takeover;15000.0;A_Denied
13403;Application_224001459;24;User_95;475;New credit;Existing loan takeover;15000.0;A_Denied
13404;Application_224001459;9;User_118;475;New credit;Existing loan takeover;15000.0;A_Denied
13405;Application_224001459;14;User_118;475;New credit;Existing loan takeover;15000.0;A_Denied
13406;Application_224001459;5;User_95;475;New credit;Existing loan takeover;15000.0;A_Denied
18237;Application_1416762147;4;User_1;1226;New credit;Not speficied;5000.0;A_Pending
18238;Application_1416762147;8;User_1;1226;New credit;Not speficied;5000.0;A_Pending
18239;Application_1416762147;21;User_14;1226;New credit;Not speficied;5000.0;A_Pending
18240;Application_1416762147;20;User_14;1226;New credit;Not speficied;5000.0;A_Pending
18241;Application_1416762147;3;User_14;1226;New credit;Not speficied;5000.0;A_Pending
18242;Application_1416762147;0;User_43;1226;New credit;Not speficied;5000.0;A_Pending
18243;Application_1416762147;12;User_43;1226;New credit;Not speficied;5000.0;A_Pending
18244;Application_1416762147;13;User_43;1226;New credit;Not speficied;5000.0;A_Pending
18245;Application_1416762147;15;User_43;1226;New credit;Not speficied;5000.0;A_Pending
18246;Application_1416762147;18;User_43;1226;New credit;Not speficied;5000.0;A_Pending
18247;Application_1416762147;2;User_43;1226;New credit;Not speficied;5000.0;A_Pending
18248;Application_1416762147;12;User_27;1226;New credit;Not speficied;5000.0;A_Pending
18249;Application_1416762147;13;User_27;1226;New credit;Not speficied;5000.0;A_Pending
18250;Application_1416762147;15;User_27;1226;New credit;Not speficied;5000.0;A_Pending
18251;Application_1416762147;12;User_3;1226;New credit;Not speficied;5000.0;A_Pending
18252;Application_1416762147;13;User_3;1226;New credit;Not speficied;5000.0;A_Pending
18253;Application_1416762147;15;User_3;1226;New credit;Not speficied;5000.0;A_Pending
18254;Application_1416762147;24;User_30;1226;New credit;Not speficied;5000.0;A_Pending
18255;Application_1416762147;9;User_114;1226;New credit;Not speficied;5000.0;A_Pending
18256;Application_1416762147;14;User_114;1226;New credit;Not speficied;5000.0;A_Pending
18257;Application_1416762147;19;User_30;1226;New credit;Not speficied;5000.0;A_Pending
18258;Application_1416762147;6;User_30;1226;New credit;Not speficied;5000.0;A_Pending
18259;Application_1416762147;24;User_30;1226;New credit;Not speficied;5000.0;A_Pending
18260;Application_1416762147;9;User_114;1226;New credit;Not speficied;5000.0;A_Pending
18261;Application_1416762147;19;User_30;1226;New credit;Not speficied;5000.0;A_Pending
18262;Application_1416762147;6;User_30;1226;New credit;Not speficied;5000.0;A_Pending
18263;Application_1416762147;24;User_30;1226;New credit;Not speficied;5000.0;A_Pending
18264;Application_1416762147;9;User_114;1226;New credit;Not speficied;5000.0;A_Pending
18265;Application_1416762147;19;User_30;1226;New credit;Not speficied;5000.0;A_Pending
18266;Application_1416762147;6;User_30;1226;New credit;Not speficied;5000.0;A_Pending
18267;Application_1416762147;24;User_86;1226;New credit;Not speficied;5000.0;A_Pending
18268;Application_1416762147;9;User_86;1226;New credit;Not speficied;5000.0;A_Pending
18269;Application_1416762147;10;User_68;1226;New credit;Not speficied;5000.0;A_Pending
18270;Application_1416762147;7;User_68;1226;New credit;Not speficied;5000.0;A_Pending
19422;Application_1925488368;4;User_1;1235;New credit;Existing loan takeover;16500.0;A_Pending
19423;Application_1925488368;8;User_1;1235;New credit;Existing loan takeover;16500.0;A_Pending
19424;Application_1925488368;21;User_14;1235;New credit;Existing loan takeover;16500.0;A_Pending
19425;Application_1925488368;20;User_14;1235;New credit;Existing loan takeover;16500.0;A_Pending
19426;Application_1925488368;3;User_14;1235;New credit;Existing loan takeover;16500.0;A_Pending
19427;Application_1925488368;0;User_14;1235;New credit;Existing loan takeover;16500.0;A_Pending
19428;Application_1925488368;12;User_14;1235;New credit;Existing loan takeover;16500.0;A_Pending
19429;Application_1925488368;13;User_14;1235;New credit;Existing loan takeover;16500.0;A_Pending
19430;Application_1925488368;12;User_14;1235;New credit;Existing loan takeover;16500.0;A_Pending
19431;Application_1925488368;13;User_14;1235;New credit;Existing loan takeover;16500.0;A_Pending
19432;Application_1925488368;15;User_14;1235;New credit;Existing loan takeover;16500.0;A_Pending
19433;Application_1925488368;15;User_14;1235;New credit;Existing loan takeover;16500.0;A_Pending
19434;Application_1925488368;18;User_14;1235;New credit;Existing loan takeover;16500.0;A_Pending
19435;Application_1925488368;2;User_14;1235;New credit;Existing loan takeover;16500.0;A_Pending
19436;Application_1925488368;24;User_75;1235;New credit;Existing loan takeover;16500.0;A_Pending
