;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
5023;Application_125495187;0;User_21;18;New credit;Existing loan takeover;5000.0;A_Denied
5024;Application_125495187;12;User_21;18;New credit;Existing loan takeover;5000.0;A_Denied
5025;Application_125495187;13;User_21;18;New credit;Existing loan takeover;5000.0;A_Denied
5026;Application_125495187;15;User_21;18;New credit;Existing loan takeover;5000.0;A_Denied
5027;Application_125495187;18;User_21;18;New credit;Existing loan takeover;5000.0;A_Denied
5028;Application_125495187;2;User_21;18;New credit;Existing loan takeover;5000.0;A_Denied
5029;Application_125495187;24;User_95;18;New credit;Existing loan takeover;5000.0;A_Denied
5030;Application_125495187;9;User_113;18;New credit;Existing loan takeover;5000.0;A_Denied
5031;Application_125495187;14;User_113;18;New credit;Existing loan takeover;5000.0;A_Denied
5032;Application_125495187;5;User_95;18;New credit;Existing loan takeover;5000.0;A_Denied
5214;Application_1853222107;4;User_1;18;New credit;Car;19763.0;A_Denied
5215;Application_1853222107;8;User_1;18;New credit;Car;19763.0;A_Denied
5216;Application_1853222107;21;User_4;18;New credit;Car;19763.0;A_Denied
5217;Application_1853222107;20;User_4;18;New credit;Car;19763.0;A_Denied
5218;Application_1853222107;3;User_4;18;New credit;Car;19763.0;A_Denied
5219;Application_1853222107;0;User_47;18;New credit;Car;19763.0;A_Denied
5220;Application_1853222107;12;User_33;18;New credit;Car;19763.0;A_Denied
5221;Application_1853222107;13;User_33;18;New credit;Car;19763.0;A_Denied
5222;Application_1853222107;15;User_33;18;New credit;Car;19763.0;A_Denied
5223;Application_1853222107;18;User_33;18;New credit;Car;19763.0;A_Denied
5224;Application_1853222107;2;User_33;18;New credit;Car;19763.0;A_Denied
5225;Application_1853222107;24;User_99;18;New credit;Car;19763.0;A_Denied
5226;Application_1853222107;9;User_117;18;New credit;Car;19763.0;A_Denied
5227;Application_1853222107;14;User_117;18;New credit;Car;19763.0;A_Denied
5228;Application_1853222107;5;User_99;18;New credit;Car;19763.0;A_Denied
6395;Application_1470184564;4;User_1;18;New credit;Other, see explanation;5000.0;A_Denied
6396;Application_1470184564;8;User_1;18;New credit;Other, see explanation;5000.0;A_Denied
6397;Application_1470184564;21;User_4;18;New credit;Other, see explanation;5000.0;A_Denied
6398;Application_1470184564;20;User_4;18;New credit;Other, see explanation;5000.0;A_Denied
6399;Application_1470184564;3;User_4;18;New credit;Other, see explanation;5000.0;A_Denied
6400;Application_1470184564;0;User_44;18;New credit;Other, see explanation;5000.0;A_Denied
6401;Application_1470184564;12;User_44;18;New credit;Other, see explanation;5000.0;A_Denied
6402;Application_1470184564;13;User_44;18;New credit;Other, see explanation;5000.0;A_Denied
6403;Application_1470184564;15;User_44;18;New credit;Other, see explanation;5000.0;A_Denied
6404;Application_1470184564;18;User_44;18;New credit;Other, see explanation;5000.0;A_Denied
6405;Application_1470184564;2;User_44;18;New credit;Other, see explanation;5000.0;A_Denied
6406;Application_1470184564;24;User_30;18;New credit;Other, see explanation;5000.0;A_Denied
6407;Application_1470184564;9;User_114;18;New credit;Other, see explanation;5000.0;A_Denied
6408;Application_1470184564;14;User_114;18;New credit;Other, see explanation;5000.0;A_Denied
6409;Application_1470184564;5;User_30;18;New credit;Other, see explanation;5000.0;A_Denied
6886;Application_1502516207;4;User_89;20;New credit;Existing loan takeover;0.0;A_Denied
6887;Application_1502516207;20;User_89;20;New credit;Existing loan takeover;0.0;A_Denied
6888;Application_1502516207;3;User_89;20;New credit;Existing loan takeover;0.0;A_Denied
6889;Application_1502516207;0;User_89;20;New credit;Existing loan takeover;0.0;A_Denied
6890;Application_1502516207;12;User_89;20;New credit;Existing loan takeover;0.0;A_Denied
6891;Application_1502516207;13;User_89;20;New credit;Existing loan takeover;0.0;A_Denied
6892;Application_1502516207;15;User_89;20;New credit;Existing loan takeover;0.0;A_Denied
6893;Application_1502516207;18;User_89;20;New credit;Existing loan takeover;0.0;A_Denied
6894;Application_1502516207;2;User_89;20;New credit;Existing loan takeover;0.0;A_Denied
6895;Application_1502516207;24;User_114;20;New credit;Existing loan takeover;0.0;A_Denied
6896;Application_1502516207;9;User_114;20;New credit;Existing loan takeover;0.0;A_Denied
6897;Application_1502516207;14;User_114;20;New credit;Existing loan takeover;0.0;A_Denied
6898;Application_1502516207;5;User_101;20;New credit;Existing loan takeover;0.0;A_Denied
7053;Application_2081147987;4;User_1;9;New credit;Home improvement;20000.0;A_Denied
7054;Application_2081147987;8;User_1;9;New credit;Home improvement;20000.0;A_Denied
7055;Application_2081147987;3;User_1;9;New credit;Home improvement;20000.0;A_Denied
7056;Application_2081147987;20;User_17;9;New credit;Home improvement;20000.0;A_Denied
7057;Application_2081147987;0;User_17;9;New credit;Home improvement;20000.0;A_Denied
7058;Application_2081147987;12;User_17;9;New credit;Home improvement;20000.0;A_Denied
7059;Application_2081147987;13;User_17;9;New credit;Home improvement;20000.0;A_Denied
7060;Application_2081147987;15;User_17;9;New credit;Home improvement;20000.0;A_Denied
7061;Application_2081147987;18;User_17;9;New credit;Home improvement;20000.0;A_Denied
7062;Application_2081147987;2;User_17;9;New credit;Home improvement;20000.0;A_Denied
7063;Application_2081147987;24;User_75;9;New credit;Home improvement;20000.0;A_Denied
7064;Application_2081147987;9;User_117;9;New credit;Home improvement;20000.0;A_Denied
7065;Application_2081147987;14;User_117;9;New credit;Home improvement;20000.0;A_Denied
7066;Application_2081147987;5;User_75;9;New credit;Home improvement;20000.0;A_Denied
7111;Application_1462703151;4;User_1;196;New credit;Car;5000.0;A_Denied
7112;Application_1462703151;8;User_1;196;New credit;Car;5000.0;A_Denied
7113;Application_1462703151;3;User_1;196;New credit;Car;5000.0;A_Denied
7114;Application_1462703151;20;User_71;196;New credit;Car;5000.0;A_Denied
7115;Application_1462703151;0;User_71;196;New credit;Car;5000.0;A_Denied
7116;Application_1462703151;12;User_71;196;New credit;Car;5000.0;A_Denied
7117;Application_1462703151;13;User_71;196;New credit;Car;5000.0;A_Denied
7118;Application_1462703151;15;User_71;196;New credit;Car;5000.0;A_Denied
7119;Application_1462703151;18;User_71;196;New credit;Car;5000.0;A_Denied
7120;Application_1462703151;2;User_71;196;New credit;Car;5000.0;A_Denied
7121;Application_1462703151;24;User_87;196;New credit;Car;5000.0;A_Denied
7122;Application_1462703151;9;User_112;196;New credit;Car;5000.0;A_Denied
7123;Application_1462703151;14;User_112;196;New credit;Car;5000.0;A_Denied
7124;Application_1462703151;24;User_87;196;New credit;Car;5000.0;A_Denied
7125;Application_1462703151;5;User_87;196;New credit;Car;5000.0;A_Denied
7392;Application_524429786;4;User_1;9;New credit;Home improvement;15000.0;A_Denied
7393;Application_524429786;8;User_1;9;New credit;Home improvement;15000.0;A_Denied
7394;Application_524429786;3;User_1;9;New credit;Home improvement;15000.0;A_Denied
7395;Application_524429786;20;User_38;9;New credit;Home improvement;15000.0;A_Denied
7396;Application_524429786;0;User_12;9;New credit;Home improvement;15000.0;A_Denied
7397;Application_524429786;12;User_12;9;New credit;Home improvement;15000.0;A_Denied
7398;Application_524429786;13;User_12;9;New credit;Home improvement;15000.0;A_Denied
7399;Application_524429786;15;User_12;9;New credit;Home improvement;15000.0;A_Denied
7400;Application_524429786;18;User_12;9;New credit;Home improvement;15000.0;A_Denied
7401;Application_524429786;2;User_12;9;New credit;Home improvement;15000.0;A_Denied
7402;Application_524429786;24;User_68;9;New credit;Home improvement;15000.0;A_Denied
7403;Application_524429786;9;User_118;9;New credit;Home improvement;15000.0;A_Denied
7404;Application_524429786;14;User_118;9;New credit;Home improvement;15000.0;A_Denied
7405;Application_524429786;5;User_68;9;New credit;Home improvement;15000.0;A_Denied
7627;Application_5240566;4;User_1;18;New credit;Other, see explanation;35000.0;A_Denied
7628;Application_5240566;8;User_1;18;New credit;Other, see explanation;35000.0;A_Denied
7629;Application_5240566;21;User_25;18;New credit;Other, see explanation;35000.0;A_Denied
7630;Application_5240566;20;User_25;18;New credit;Other, see explanation;35000.0;A_Denied
7631;Application_5240566;3;User_25;18;New credit;Other, see explanation;35000.0;A_Denied
7632;Application_5240566;0;User_38;18;New credit;Other, see explanation;35000.0;A_Denied
7633;Application_5240566;12;User_38;18;New credit;Other, see explanation;35000.0;A_Denied
7634;Application_5240566;13;User_38;18;New credit;Other, see explanation;35000.0;A_Denied
7635;Application_5240566;15;User_38;18;New credit;Other, see explanation;35000.0;A_Denied
7636;Application_5240566;18;User_38;18;New credit;Other, see explanation;35000.0;A_Denied
7637;Application_5240566;2;User_38;18;New credit;Other, see explanation;35000.0;A_Denied
7638;Application_5240566;24;User_68;18;New credit;Other, see explanation;35000.0;A_Denied
7639;Application_5240566;9;User_117;18;New credit;Other, see explanation;35000.0;A_Denied
7640;Application_5240566;14;User_117;18;New credit;Other, see explanation;35000.0;A_Denied
7641;Application_5240566;5;User_68;18;New credit;Other, see explanation;35000.0;A_Denied
8078;Application_584603030;4;User_1;18;New credit;Existing loan takeover;23000.0;A_Denied
8079;Application_584603030;8;User_1;18;New credit;Existing loan takeover;23000.0;A_Denied
8080;Application_584603030;21;User_2;18;New credit;Existing loan takeover;23000.0;A_Denied
8081;Application_584603030;20;User_11;18;New credit;Existing loan takeover;23000.0;A_Denied
8082;Application_584603030;3;User_2;18;New credit;Existing loan takeover;23000.0;A_Denied
8083;Application_584603030;0;User_11;18;New credit;Existing loan takeover;23000.0;A_Denied
8084;Application_584603030;12;User_11;18;New credit;Existing loan takeover;23000.0;A_Denied
8085;Application_584603030;13;User_11;18;New credit;Existing loan takeover;23000.0;A_Denied
8086;Application_584603030;15;User_11;18;New credit;Existing loan takeover;23000.0;A_Denied
8087;Application_584603030;18;User_11;18;New credit;Existing loan takeover;23000.0;A_Denied
8088;Application_584603030;2;User_11;18;New credit;Existing loan takeover;23000.0;A_Denied
8089;Application_584603030;24;User_29;18;New credit;Existing loan takeover;23000.0;A_Denied
8090;Application_584603030;9;User_112;18;New credit;Existing loan takeover;23000.0;A_Denied
8091;Application_584603030;14;User_112;18;New credit;Existing loan takeover;23000.0;A_Denied
8092;Application_584603030;5;User_29;18;New credit;Existing loan takeover;23000.0;A_Denied
8507;Application_953392572;4;User_1;9;New credit;Existing loan takeover;35000.0;A_Denied
8508;Application_953392572;8;User_1;9;New credit;Existing loan takeover;35000.0;A_Denied
8509;Application_953392572;3;User_1;9;New credit;Existing loan takeover;35000.0;A_Denied
8510;Application_953392572;20;User_10;9;New credit;Existing loan takeover;35000.0;A_Denied
8511;Application_953392572;0;User_10;9;New credit;Existing loan takeover;35000.0;A_Denied
8512;Application_953392572;12;User_10;9;New credit;Existing loan takeover;35000.0;A_Denied
8513;Application_953392572;13;User_10;9;New credit;Existing loan takeover;35000.0;A_Denied
8514;Application_953392572;15;User_10;9;New credit;Existing loan takeover;35000.0;A_Denied
8515;Application_953392572;18;User_10;9;New credit;Existing loan takeover;35000.0;A_Denied
8516;Application_953392572;2;User_10;9;New credit;Existing loan takeover;35000.0;A_Denied
8517;Application_953392572;24;User_29;9;New credit;Existing loan takeover;35000.0;A_Denied
8518;Application_953392572;9;User_114;9;New credit;Existing loan takeover;35000.0;A_Denied
8519;Application_953392572;14;User_114;9;New credit;Existing loan takeover;35000.0;A_Denied
8520;Application_953392572;5;User_29;9;New credit;Existing loan takeover;35000.0;A_Denied
8795;Application_1688279534;4;User_1;7;New credit;Existing loan takeover;7000.0;A_Cancelled
8796;Application_1688279534;8;User_1;7;New credit;Existing loan takeover;7000.0;A_Cancelled
8797;Application_1688279534;21;User_2;7;New credit;Existing loan takeover;7000.0;A_Cancelled
8798;Application_1688279534;20;User_71;7;New credit;Existing loan takeover;7000.0;A_Cancelled
8799;Application_1688279534;3;User_2;7;New credit;Existing loan takeover;7000.0;A_Cancelled
8800;Application_1688279534;0;User_71;7;New credit;Existing loan takeover;7000.0;A_Cancelled
8801;Application_1688279534;12;User_71;7;New credit;Existing loan takeover;7000.0;A_Cancelled
8802;Application_1688279534;13;User_71;7;New credit;Existing loan takeover;7000.0;A_Cancelled
8803;Application_1688279534;15;User_71;7;New credit;Existing loan takeover;7000.0;A_Cancelled
8804;Application_1688279534;18;User_4;7;New credit;Existing loan takeover;7000.0;A_Cancelled
8805;Application_1688279534;2;User_71;7;New credit;Existing loan takeover;7000.0;A_Cancelled
8806;Application_1688279534;1;User_4;7;New credit;Existing loan takeover;7000.0;A_Cancelled
8837;Application_1589119859;4;User_1;7;New credit;Remaining debt home;30000.0;A_Cancelled
8838;Application_1589119859;8;User_1;7;New credit;Remaining debt home;30000.0;A_Cancelled
8839;Application_1589119859;21;User_4;7;New credit;Remaining debt home;30000.0;A_Cancelled
8840;Application_1589119859;20;User_38;7;New credit;Remaining debt home;30000.0;A_Cancelled
8841;Application_1589119859;3;User_4;7;New credit;Remaining debt home;30000.0;A_Cancelled
8842;Application_1589119859;0;User_38;7;New credit;Remaining debt home;30000.0;A_Cancelled
8843;Application_1589119859;12;User_38;7;New credit;Remaining debt home;30000.0;A_Cancelled
8844;Application_1589119859;13;User_38;7;New credit;Remaining debt home;30000.0;A_Cancelled
8845;Application_1589119859;15;User_38;7;New credit;Remaining debt home;30000.0;A_Cancelled
8846;Application_1589119859;18;User_38;7;New credit;Remaining debt home;30000.0;A_Cancelled
