i;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
10192;Application_61478633;0;User_12;1063;New credit;Existing loan takeover;7500.0;A_Pending
10193;Application_61478633;12;User_12;1063;New credit;Existing loan takeover;7500.0;A_Pending
10194;Application_61478633;13;User_12;1063;New credit;Existing loan takeover;7500.0;A_Pending
10195;Application_61478633;15;User_12;1063;New credit;Existing loan takeover;7500.0;A_Pending
10196;Application_61478633;18;User_12;1063;New credit;Existing loan takeover;7500.0;A_Pending
10197;Application_61478633;2;User_12;1063;New credit;Existing loan takeover;7500.0;A_Pending
10198;Application_61478633;12;User_28;1063;New credit;Existing loan takeover;7500.0;A_Pending
10199;Application_61478633;13;User_28;1063;New credit;Existing loan takeover;7500.0;A_Pending
10200;Application_61478633;15;User_28;1063;New credit;Existing loan takeover;7500.0;A_Pending
10201;Application_61478633;12;User_73;1063;New credit;Existing loan takeover;7500.0;A_Pending
10202;Application_61478633;13;User_73;1063;New credit;Existing loan takeover;7500.0;A_Pending
10203;Application_61478633;15;User_73;1063;New credit;Existing loan takeover;7500.0;A_Pending
10204;Application_61478633;24;User_30;1063;New credit;Existing loan takeover;7500.0;A_Pending
10205;Application_61478633;9;User_117;1063;New credit;Existing loan takeover;7500.0;A_Pending
10206;Application_61478633;14;User_117;1063;New credit;Existing loan takeover;7500.0;A_Pending
10207;Application_61478633;19;User_30;1063;New credit;Existing loan takeover;7500.0;A_Pending
10208;Application_61478633;6;User_30;1063;New credit;Existing loan takeover;7500.0;A_Pending
10209;Application_61478633;24;User_30;1063;New credit;Existing loan takeover;7500.0;A_Pending
10210;Application_61478633;9;User_114;1063;New credit;Existing loan takeover;7500.0;A_Pending
10211;Application_61478633;19;User_30;1063;New credit;Existing loan takeover;7500.0;A_Pending
10212;Application_61478633;6;User_30;1063;New credit;Existing loan takeover;7500.0;A_Pending
10213;Application_61478633;12;User_49;1063;New credit;Existing loan takeover;7500.0;A_Pending
10214;Application_61478633;13;User_49;1063;New credit;Existing loan takeover;7500.0;A_Pending
10215;Application_61478633;16;User_49;1063;New credit;Existing loan takeover;7500.0;A_Pending
10216;Application_61478633;24;User_30;1063;New credit;Existing loan takeover;7500.0;A_Pending
10217;Application_61478633;9;User_117;1063;New credit;Existing loan takeover;7500.0;A_Pending
10218;Application_61478633;14;User_30;1063;New credit;Existing loan takeover;7500.0;A_Pending
10219;Application_61478633;10;User_30;1063;New credit;Existing loan takeover;7500.0;A_Pending
10220;Application_61478633;7;User_30;1063;New credit;Existing loan takeover;7500.0;A_Pending
13120;Application_1084718608;4;User_1;1186;New credit;Home improvement;8000.0;A_Pending
13121;Application_1084718608;8;User_1;1186;New credit;Home improvement;8000.0;A_Pending
13122;Application_1084718608;21;User_5;1186;New credit;Home improvement;8000.0;A_Pending
13123;Application_1084718608;20;User_108;1186;New credit;Home improvement;8000.0;A_Pending
13124;Application_1084718608;3;User_5;1186;New credit;Home improvement;8000.0;A_Pending
13125;Application_1084718608;0;User_108;1186;New credit;Home improvement;8000.0;A_Pending
13126;Application_1084718608;12;User_108;1186;New credit;Home improvement;8000.0;A_Pending
13127;Application_1084718608;13;User_108;1186;New credit;Home improvement;8000.0;A_Pending
13128;Application_1084718608;15;User_108;1186;New credit;Home improvement;8000.0;A_Pending
13129;Application_1084718608;18;User_108;1186;New credit;Home improvement;8000.0;A_Pending
13130;Application_1084718608;2;User_108;1186;New credit;Home improvement;8000.0;A_Pending
13131;Application_1084718608;12;User_41;1186;New credit;Home improvement;8000.0;A_Pending
13132;Application_1084718608;13;User_41;1186;New credit;Home improvement;8000.0;A_Pending
13133;Application_1084718608;15;User_41;1186;New credit;Home improvement;8000.0;A_Pending
13134;Application_1084718608;12;User_28;1186;New credit;Home improvement;8000.0;A_Pending
13135;Application_1084718608;13;User_28;1186;New credit;Home improvement;8000.0;A_Pending
13136;Application_1084718608;15;User_28;1186;New credit;Home improvement;8000.0;A_Pending
13137;Application_1084718608;12;User_24;1186;New credit;Home improvement;8000.0;A_Pending
13138;Application_1084718608;13;User_24;1186;New credit;Home improvement;8000.0;A_Pending
13139;Application_1084718608;11;User_24;1186;New credit;Home improvement;8000.0;A_Pending
13140;Application_1084718608;11;User_24;1186;New credit;Home improvement;8000.0;A_Pending
13141;Application_1084718608;15;User_24;1186;New credit;Home improvement;8000.0;A_Pending
13142;Application_1084718608;24;User_95;1186;New credit;Home improvement;8000.0;A_Pending
13143;Application_1084718608;9;User_117;1186;New credit;Home improvement;8000.0;A_Pending
13144;Application_1084718608;14;User_117;1186;New credit;Home improvement;8000.0;A_Pending
13145;Application_1084718608;19;User_95;1186;New credit;Home improvement;8000.0;A_Pending
13146;Application_1084718608;6;User_95;1186;New credit;Home improvement;8000.0;A_Pending
13147;Application_1084718608;14;User_117;1186;New credit;Home improvement;8000.0;A_Pending
13148;Application_1084718608;24;User_87;1186;New credit;Home improvement;8000.0;A_Pending
13149;Application_1084718608;9;User_117;1186;New credit;Home improvement;8000.0;A_Pending
13150;Application_1084718608;19;User_87;1186;New credit;Home improvement;8000.0;A_Pending
13151;Application_1084718608;6;User_87;1186;New credit;Home improvement;8000.0;A_Pending
13152;Application_1084718608;10;User_118;1186;New credit;Home improvement;8000.0;A_Pending
13153;Application_1084718608;7;User_118;1186;New credit;Home improvement;8000.0;A_Pending
20909;Application_1905063150;4;User_21;1245;New credit;Car;0.0;A_Pending
20910;Application_1905063150;20;User_21;1245;New credit;Car;0.0;A_Pending
20911;Application_1905063150;3;User_21;1245;New credit;Car;0.0;A_Pending
20912;Application_1905063150;0;User_21;1245;New credit;Car;0.0;A_Pending
20913;Application_1905063150;12;User_21;1245;New credit;Car;0.0;A_Pending
20914;Application_1905063150;13;User_21;1245;New credit;Car;0.0;A_Pending
20915;Application_1905063150;15;User_21;1245;New credit;Car;0.0;A_Pending
20916;Application_1905063150;18;User_21;1245;New credit;Car;0.0;A_Pending
20917;Application_1905063150;2;User_21;1245;New credit;Car;0.0;A_Pending
20918;Application_1905063150;11;User_21;1245;New credit;Car;0.0;A_Pending
20919;Application_1905063150;12;User_21;1245;New credit;Car;0.0;A_Pending
20920;Application_1905063150;13;User_21;1245;New credit;Car;0.0;A_Pending
20921;Application_1905063150;15;User_21;1245;New credit;Car;0.0;A_Pending
20922;Application_1905063150;12;User_85;1245;New credit;Car;0.0;A_Pending
20923;Application_1905063150;13;User_85;1245;New credit;Car;0.0;A_Pending
20924;Application_1905063150;15;User_85;1245;New credit;Car;0.0;A_Pending
20925;Application_1905063150;24;User_87;1245;New credit;Car;0.0;A_Pending
20926;Application_1905063150;9;User_116;1245;New credit;Car;0.0;A_Pending
20927;Application_1905063150;14;User_116;1245;New credit;Car;0.0;A_Pending
20928;Application_1905063150;19;User_87;1245;New credit;Car;0.0;A_Pending
20929;Application_1905063150;6;User_87;1245;New credit;Car;0.0;A_Pending
20930;Application_1905063150;24;User_87;1245;New credit;Car;0.0;A_Pending
20931;Application_1905063150;9;User_116;1245;New credit;Car;0.0;A_Pending
20932;Application_1905063150;19;User_87;1245;New credit;Car;0.0;A_Pending
20933;Application_1905063150;6;User_87;1245;New credit;Car;0.0;A_Pending
20934;Application_1905063150;24;User_87;1245;New credit;Car;0.0;A_Pending
20935;Application_1905063150;9;User_114;1245;New credit;Car;0.0;A_Pending
20936;Application_1905063150;14;User_87;1245;New credit;Car;0.0;A_Pending
20937;Application_1905063150;10;User_87;1245;New credit;Car;0.0;A_Pending
20938;Application_1905063150;7;User_87;1245;New credit;Car;0.0;A_Pending
24171;Application_1893449548;4;User_43;1265;New credit;Car;6700.0;A_Pending
24172;Application_1893449548;20;User_43;1265;New credit;Car;6700.0;A_Pending
24173;Application_1893449548;3;User_43;1265;New credit;Car;6700.0;A_Pending
24174;Application_1893449548;0;User_43;1265;New credit;Car;6700.0;A_Pending
24175;Application_1893449548;12;User_27;1265;New credit;Car;6700.0;A_Pending
24176;Application_1893449548;13;User_27;1265;New credit;Car;6700.0;A_Pending
24177;Application_1893449548;15;User_27;1265;New credit;Car;6700.0;A_Pending
24178;Application_1893449548;18;User_27;1265;New credit;Car;6700.0;A_Pending
24179;Application_1893449548;2;User_27;1265;New credit;Car;6700.0;A_Pending
24180;Application_1893449548;12;User_27;1265;New credit;Car;6700.0;A_Pending
24181;Application_1893449548;13;User_27;1265;New credit;Car;6700.0;A_Pending
24182;Application_1893449548;15;User_27;1265;New credit;Car;6700.0;A_Pending
24183;Application_1893449548;12;User_85;1265;New credit;Car;6700.0;A_Pending
24184;Application_1893449548;13;User_85;1265;New credit;Car;6700.0;A_Pending
24185;Application_1893449548;12;User_85;1265;New credit;Car;6700.0;A_Pending
24186;Application_1893449548;13;User_85;1265;New credit;Car;6700.0;A_Pending
24187;Application_1893449548;15;User_85;1265;New credit;Car;6700.0;A_Pending
24188;Application_1893449548;15;User_85;1265;New credit;Car;6700.0;A_Pending
24189;Application_1893449548;24;User_95;1265;New credit;Car;6700.0;A_Pending
24190;Application_1893449548;9;User_113;1265;New credit;Car;6700.0;A_Pending
24191;Application_1893449548;14;User_113;1265;New credit;Car;6700.0;A_Pending
24192;Application_1893449548;19;User_95;1265;New credit;Car;6700.0;A_Pending
24193;Application_1893449548;6;User_95;1265;New credit;Car;6700.0;A_Pending
24194;Application_1893449548;24;User_114;1265;New credit;Car;6700.0;A_Pending
24195;Application_1893449548;9;User_114;1265;New credit;Car;6700.0;A_Pending
24196;Application_1893449548;14;User_114;1265;New credit;Car;6700.0;A_Pending
24197;Application_1893449548;19;User_95;1265;New credit;Car;6700.0;A_Pending
24198;Application_1893449548;6;User_95;1265;New credit;Car;6700.0;A_Pending
24199;Application_1893449548;24;User_114;1265;New credit;Car;6700.0;A_Pending
24200;Application_1893449548;9;User_114;1265;New credit;Car;6700.0;A_Pending
24201;Application_1893449548;14;User_114;1265;New credit;Car;6700.0;A_Pending
24202;Application_1893449548;19;User_75;1265;New credit;Car;6700.0;A_Pending
24203;Application_1893449548;6;User_75;1265;New credit;Car;6700.0;A_Pending
24204;Application_1893449548;24;User_25;1265;New credit;Car;6700.0;A_Pending
24205;Application_1893449548;9;User_25;1265;New credit;Car;6700.0;A_Pending
24206;Application_1893449548;10;User_117;1265;New credit;Car;6700.0;A_Pending
24207;Application_1893449548;7;User_117;1265;New credit;Car;6700.0;A_Pending
24454;Application_1950286321;4;User_1;759;New credit;Home improvement;7000.0;A_Pending
24455;Application_1950286321;8;User_1;759;New credit;Home improvement;7000.0;A_Pending
24456;Application_1950286321;3;User_1;759;New credit;Home improvement;7000.0;A_Pending
24457;Application_1950286321;20;User_34;759;New credit;Home improvement;7000.0;A_Pending
24458;Application_1950286321;0;User_34;759;New credit;Home improvement;7000.0;A_Pending
24459;Application_1950286321;12;User_34;759;New credit;Home improvement;7000.0;A_Pending
24460;Application_1950286321;13;User_34;759;New credit;Home improvement;7000.0;A_Pending
24461;Application_1950286321;15;User_34;759;New credit;Home improvement;7000.0;A_Pending
24462;Application_1950286321;18;User_34;759;New credit;Home improvement;7000.0;A_Pending
24463;Application_1950286321;2;User_34;759;New credit;Home improvement;7000.0;A_Pending
24464;Application_1950286321;12;User_85;759;New credit;Home improvement;7000.0;A_Pending
24465;Application_1950286321;13;User_85;759;New credit;Home improvement;7000.0;A_Pending
24466;Application_1950286321;15;User_85;759;New credit;Home improvement;7000.0;A_Pending
24467;Application_1950286321;12;User_85;759;New credit;Home improvement;7000.0;A_Pending
24468;Application_1950286321;13;User_85;759;New credit;Home improvement;7000.0;A_Pending
24469;Application_1950286321;15;User_85;759;New credit;Home improvement;7000.0;A_Pending
24470;Application_1950286321;12;User_8;759;New credit;Home improvement;7000.0;A_Pending
24471;Application_1950286321;13;User_8;759;New credit;Home improvement;7000.0;A_Pending
24472;Application_1950286321;15;User_8;759;New credit;Home improvement;7000.0;A_Pending
24473;Application_1950286321;24;User_14;759;New credit;Home improvement;7000.0;A_Pending
24474;Application_1950286321;9;User_118;759;New credit;Home improvement;7000.0;A_Pending
24475;Application_1950286321;14;User_118;759;New credit;Home improvement;7000.0;A_Pending
24476;Application_1950286321;19;User_14;759;New credit;Home improvement;7000.0;A_Pending
24477;Application_1950286321;6;User_102;759;New credit;Home improvement;7000.0;A_Pending
24478;Application_1950286321;24;User_14;759;New credit;Home improvement;7000.0;A_Pending
24479;Application_1950286321;9;User_14;759;New credit;Home improvement;7000.0;A_Pending
24480;Application_1950286321;19;User_14;759;New credit;Home improvement;7000.0;A_Pending
24481;Application_1950286321;6;User_14;759;New credit;Home improvement;7000.0;A_Pending
24482;Application_1950286321;24;User_31;759;New credit;Home improvement;7000.0;A_Pending
24483;Application_1950286321;9;User_31;759;New credit;Home improvement;7000.0;A_Pending
24484;Application_1950286321;10;User_114;759;New credit;Home improvement;7000.0;A_Pending
24485;Application_1950286321;7;User_114;759;New credit;Home improvement;7000.0;A_Pending
26753;Application_472631767;4;User_1;1284;New credit;Existing loan takeover;8000.0;A_Pending
26754;Application_472631767;8;User_1;1284;New credit;Existing loan takeover;8000.0;A_Pending
26755;Application_472631767;3;User_1;1284;New credit;Existing loan takeover;8000.0;A_Pending
26756;Application_472631767;20;User_35;1284;New credit;Existing loan takeover;8000.0;A_Pending
26757;Application_472631767;0;User_35;1284;New credit;Existing loan takeover;8000.0;A_Pending
26758;Application_472631767;12;User_35;1284;New credit;Existing loan takeover;8000.0;A_Pending
26759;Application_472631767;13;User_35;1284;New credit;Existing loan takeover;8000.0;A_Pending
26760;Application_472631767;12;User_35;1284;New credit;Existing loan takeover;8000.0;A_Pending
26761;Application_472631767;13;User_35;1284;New credit;Existing loan takeover;8000.0;A_Pending
26762;Application_472631767;15;User_35;1284;New credit;Existing loan takeover;8000.0;A_Pending
26763;Application_472631767;15;User_35;1284;New credit;Existing loan takeover;8000.0;A_Pending
26764;Application_472631767;18;User_35;1284;New credit;Existing loan takeover;8000.0;A_Pending
26765;Application_472631767;2;User_35;1284;New credit;Existing loan takeover;8000.0;A_Pending
26766;Application_472631767;24;User_114;1284;New credit;Existing loan takeover;8000.0;A_Pending
26767;Application_472631767;9;User_114;1284;New credit;Existing loan takeover;8000.0;A_Pending
26768;Application_472631767;14;User_114;1284;New credit;Existing loan takeover;8000.0;A_Pending
26769;Application_472631767;19;User_100;1284;New credit;Existing loan takeover;8000.0;A_Pending
26770;Application_472631767;6;User_100;1284;New credit;Existing loan takeover;8000.0;A_Pending
26771;Application_472631767;12;User_10;1284;New credit;Existing loan takeover;8000.0;A_Pending
26772;Application_472631767;13;User_10;1284;New credit;Existing loan takeover;8000.0;A_Pending
26773;Application_472631767;12;User_10;1284;New credit;Existing loan takeover;8000.0;A_Pending
26774;Application_472631767;13;User_10;1284;New credit;Existing loan takeover;8000.0;A_Pending
26775;Application_472631767;15;User_10;1284;New credit;Existing loan takeover;8000.0;A_Pending
26776;Application_472631767;15;User_10;1284;New credit;Existing loan takeover;8000.0;A_Pending
26777;Application_472631767;24;User_114;1284;New credit;Existing loan takeover;8000.0;A_Pending
26778;Application_472631767;9;User_114;1284;New credit;Existing loan takeover;8000.0;A_Pending
26779;Application_472631767;19;User_100;1284;New credit;Existing loan takeover;8000.0;A_Pending
26780;Application_472631767;6;User_100;1284;New credit;Existing loan takeover;8000.0;A_Pending
26781;Application_472631767;14;User_113;1284;New credit;Existing loan takeover;8000.0;A_Pending
26782;Application_472631767;10;User_113;1284;New credit;Existing loan takeover;8000.0;A_Pending
26783;Application_472631767;7;User_113;1284;New credit;Existing loan takeover;8000.0;A_Pending
27140;Application_453943862;4;User_1;1288;New credit;Home improvement;28000.0;A_Pending
27141;Application_453943862;8;User_1;1288;New credit;Home improvement;28000.0;A_Pending
27142;Application_453943862;3;User_1;1288;New credit;Home improvement;28000.0;A_Pending
27143;Application_453943862;20;User_37;1288;New credit;Home improvement;28000.0;A_Pending
27144;Application_453943862;0;User_10;1288;New credit;Home improvement;28000.0;A_Pending
27145;Application_453943862;12;User_10;1288;New credit;Home improvement;28000.0;A_Pending
27146;Application_453943862;13;User_10;1288;New credit;Home improvement;28000.0;A_Pending
27147;Application_453943862;12;User_10;1288;New credit;Home improvement;28000.0;A_Pending
27148;Application_453943862;13;User_10;1288;New credit;Home improvement;28000.0;A_Pending
27149;Application_453943862;15;User_10;1288;New credit;Home improvement;28000.0;A_Pending
27150;Application_453943862;15;User_10;1288;New credit;Home improvement;28000.0;A_Pending
27151;Application_453943862;18;User_10;1288;New credit;Home improvement;28000.0;A_Pending
27152;Application_453943862;2;User_10;1288;New credit;Home improvement;28000.0;A_Pending
27153;Application_453943862;12;User_36;1288;New credit;Home improvement;28000.0;A_Pending
27154;Application_453943862;13;User_36;1288;New credit;Home improvement;28000.0;A_Pending
27155;Application_453943862;15;User_36;1288;New credit;Home improvement;28000.0;A_Pending
27156;Application_453943862;24;User_87;1288;New credit;Home improvement;28000.0;A_Pending
27157;Application_453943862;9;User_112;1288;New credit;Home improvement;28000.0;A_Pending
27158;Application_453943862;14;User_112;1288;New credit;Home improvement;28000.0;A_Pending
27159;Application_453943862;19;User_87;1288;New credit;Home improvement;28000.0;A_Pending
27160;Application_453943862;6;User_87;1288;New credit;Home improvement;28000.0;A_Pending
27161;Application_453943862;12;User_13;1288;New credit;Home improvement;28000.0;A_Pending
27162;Application_453943862;13;User_13;1288;New credit;Home improvement;28000.0;A_Pending
27163;Application_453943862;15;User_13;1288;New credit;Home improvement;28000.0;A_Pending
27164;Application_453943862;24;User_87;1288;New credit;Home improvement;28000.0;A_Pending
27165;Application_453943862;9;User_112;1288;New credit;Home improvement;28000.0;A_Pending
27166;Application_453943862;14;User_87;1288;New credit;Home improvement;28000.0;A_Pending
27167;Application_453943862;19;User_87;1288;New credit;Home improvement;28000.0;A_Pending
27168;Application_453943862;6;User_87;1288;New credit;Home improvement;28000.0;A_Pending
27169;Application_453943862;10;User_112;1288;New credit;Home improvement;28000.0;A_Pending
27170;Application_453943862;7;User_112;1288;New credit;Home improvement;28000.0;A_Pending
27525;Application_136745525;4;User_14;417;New credit;Home improvement;10000.0;A_Pending
27526;Application_136745525;20;User_14;417;New credit;Home improvement;10000.0;A_Pending
27527;Application_136745525;3;User_14;417;New credit;Home improvement;10000.0;A_Pending
27528;Application_136745525;0;User_14;417;New credit;Home improvement;10000.0;A_Pending
27529;Application_136745525;12;User_14;417;New credit;Home improvement;10000.0;A_Pending
27530;Application_136745525;13;User_14;417;New credit;Home improvement;10000.0;A_Pending
27531;Application_136745525;12;User_14;417;New credit;Home improvement;10000.0;A_Pending
27532;Application_136745525;13;User_14;417;New credit;Home improvement;10000.0;A_Pending
27533;Application_136745525;15;User_14;417;New credit;Home improvement;10000.0;A_Pending
27534;Application_136745525;15;User_14;417;New credit;Home improvement;10000.0;A_Pending
27535;Application_136745525;18;User_14;417;New credit;Home improvement;10000.0;A_Pending
27536;Application_136745525;2;User_14;417;New credit;Home improvement;10000.0;A_Pending
27537;Application_136745525;12;User_5;417;New credit;Home improvement;10000.0;A_Pending
27538;Application_136745525;13;User_5;417;New credit;Home improvement;10000.0;A_Pending
27539;Application_136745525;15;User_5;417;New credit;Home improvement;10000.0;A_Pending
27540;Application_136745525;24;User_87;417;New credit;Home improvement;10000.0;A_Pending
27541;Application_136745525;9;User_117;417;New credit;Home improvement;10000.0;A_Pending
27542;Application_136745525;14;User_117;417;New credit;Home improvement;10000.0;A_Pending
27543;Application_136745525;19;User_14;417;New credit;Home improvement;10000.0;A_Pending
27544;Application_136745525;6;User_87;417;New credit;Home improvement;10000.0;A_Pending
27545;Application_136745525;24;User_87;417;New credit;Home improvement;10000.0;A_Pending
27546;Application_136745525;9;User_116;417;New credit;Home improvement;10000.0;A_Pending
27547;Application_136745525;19;User_87;417;New credit;Home improvement;10000.0;A_Pending
27548;Application_136745525;6;User_87;417;New credit;Home improvement;10000.0;A_Pending
27549;Application_136745525;24;User_14;417;New credit;Home improvement;10000.0;A_Pending
27550;Application_136745525;9;User_14;417;New credit;Home improvement;10000.0;A_Pending
27551;Application_136745525;10;User_114;417;New credit;Home improvement;10000.0;A_Pending
27552;Application_136745525;7;User_114;417;New credit;Home improvement;10000.0;A_Pending
31069;Application_1253132147;4;User_1;1313;New credit;Remaining debt home;25000.0;A_Pending
31070;Application_1253132147;8;User_1;1313;New credit;Remaining debt home;25000.0;A_Pending
31071;Application_1253132147;3;User_1;1313;New credit;Remaining debt home;25000.0;A_Pending
31072;Application_1253132147;20;User_3;1313;New credit;Remaining debt home;25000.0;A_Pending
31073;Application_1253132147;0;User_14;1313;New credit;Remaining debt home;25000.0;A_Pending
31074;Application_1253132147;12;User_14;1313;New credit;Remaining debt home;25000.0;A_Pending
31075;Application_1253132147;13;User_14;1313;New credit;Remaining debt home;25000.0;A_Pending
31076;Application_1253132147;11;User_14;1313;New credit;Remaining debt home;25000.0;A_Pending
31077;Application_1253132147;12;User_14;1313;New credit;Remaining debt home;25000.0;A_Pending
31078;Application_1253132147;13;User_14;1313;New credit;Remaining debt home;25000.0;A_Pending
31079;Application_1253132147;15;User_14;1313;New credit;Remaining debt home;25000.0;A_Pending
31080;Application_1253132147;18;User_14;1313;New credit;Remaining debt home;25000.0;A_Pending
31081;Application_1253132147;2;User_14;1313;New credit;Remaining debt home;25000.0;A_Pending
31082;Application_1253132147;24;User_113;1313;New credit;Remaining debt home;25000.0;A_Pending
31083;Application_1253132147;9;User_113;1313;New credit;Remaining debt home;25000.0;A_Pending
31084;Application_1253132147;19;User_75;1313;New credit;Remaining debt home;25000.0;A_Pending
31085;Application_1253132147;6;User_75;1313;New credit;Remaining debt home;25000.0;A_Pending
31086;Application_1253132147;12;User_28;1313;New credit;Remaining debt home;25000.0;A_Pending
31087;Application_1253132147;13;User_28;1313;New credit;Remaining debt home;25000.0;A_Pending
31088;Application_1253132147;12;User_24;1313;New credit;Remaining debt home;25000.0;A_Pending
31089;Application_1253132147;13;User_24;1313;New credit;Remaining debt home;25000.0;A_Pending
31090;Application_1253132147;15;User_24;1313;New credit;Remaining debt home;25000.0;A_Pending
31091;Application_1253132147;24;User_116;1313;New credit;Remaining debt home;25000.0;A_Pending
31092;Application_1253132147;9;User_116;1313;New credit;Remaining debt home;25000.0;A_Pending
31093;Application_1253132147;14;User_29;1313;New credit;Remaining debt home;25000.0;A_Pending
31094;Application_1253132147;19;User_29;1313;New credit;Remaining debt home;25000.0;A_Pending
31095;Application_1253132147;6;User_29;1313;New credit;Remaining debt home;25000.0;A_Pending
31096;Application_1253132147;24;User_17;1313;New credit;Remaining debt home;25000.0;A_Pending
31097;Application_1253132147;9;User_17;1313;New credit;Remaining debt home;25000.0;A_Pending
31098;Application_1253132147;10;User_29;1313;New credit;Remaining debt home;25000.0;A_Pending
31099;Application_1253132147;7;User_29;1313;New credit;Remaining debt home;25000.0;A_Pending
31909;Application_1105059330;4;User_6;1320;New credit;Remaining debt home;15000.0;A_Pending
31910;Application_1105059330;20;User_6;1320;New credit;Remaining debt home;15000.0;A_Pending
31911;Application_1105059330;3;User_6;1320;New credit;Remaining debt home;15000.0;A_Pending
31912;Application_1105059330;0;User_6;1320;New credit;Remaining debt home;15000.0;A_Pending
31913;Application_1105059330;12;User_6;1320;New credit;Remaining debt home;15000.0;A_Pending
31914;Application_1105059330;13;User_6;1320;New credit;Remaining debt home;15000.0;A_Pending
31915;Application_1105059330;15;User_6;1320;New credit;Remaining debt home;15000.0;A_Pending
31916;Application_1105059330;18;User_6;1320;New credit;Remaining debt home;15000.0;A_Pending
31917;Application_1105059330;2;User_6;1320;New credit;Remaining debt home;15000.0;A_Pending
31918;Application_1105059330;12;User_73;1320;New credit;Remaining debt home;15000.0;A_Pending
31919;Application_1105059330;13;User_73;1320;New credit;Remaining debt home;15000.0;A_Pending
31920;Application_1105059330;15;User_73;1320;New credit;Remaining debt home;15000.0;A_Pending
31921;Application_1105059330;12;User_27;1320;New credit;Remaining debt home;15000.0;A_Pending
31922;Application_1105059330;13;User_27;1320;New credit;Remaining debt home;15000.0;A_Pending
31923;Application_1105059330;15;User_27;1320;New credit;Remaining debt home;15000.0;A_Pending
31924;Application_1105059330;12;User_8;1320;New credit;Remaining debt home;15000.0;A_Pending
31925;Application_1105059330;13;User_8;1320;New credit;Remaining debt home;15000.0;A_Pending
31926;Application_1105059330;15;User_8;1320;New credit;Remaining debt home;15000.0;A_Pending
31927;Application_1105059330;24;User_30;1320;New credit;Remaining debt home;15000.0;A_Pending
31928;Application_1105059330;9;User_117;1320;New credit;Remaining debt home;15000.0;A_Pending
31929;Application_1105059330;14;User_117;1320;New credit;Remaining debt home;15000.0;A_Pending
31930;Application_1105059330;19;User_30;1320;New credit;Remaining debt home;15000.0;A_Pending
31931;Application_1105059330;6;User_30;1320;New credit;Remaining debt home;15000.0;A_Pending
31932;Application_1105059330;24;User_30;1320;New credit;Remaining debt home;15000.0;A_Pending
31933;Application_1105059330;9;User_116;1320;New credit;Remaining debt home;15000.0;A_Pending
31934;Application_1105059330;19;User_30;1320;New credit;Remaining debt home;15000.0;A_Pending
