i;Case ID;Activity;Resource;Variant index;(case) ApplicationType;(case) LoanGoal;(case) RequestedAmount;lbl
11143;Application_2142068408;14;User_116;1174;New credit;Car;12500.0;A_Cancelled
11144;Application_2142068408;19;User_34;1174;New credit;Car;12500.0;A_Cancelled
11145;Application_2142068408;6;User_68;1174;New credit;Car;12500.0;A_Cancelled
11146;Application_2142068408;12;User_10;1174;New credit;Car;12500.0;A_Cancelled
11147;Application_2142068408;13;User_10;1174;New credit;Car;12500.0;A_Cancelled
11148;Application_2142068408;15;User_10;1174;New credit;Car;12500.0;A_Cancelled
11149;Application_2142068408;1;User_34;1174;New credit;Car;12500.0;A_Cancelled
11539;Application_1152947139;4;User_25;1175;New credit;Extra spending limit;25000.0;A_Cancelled
11540;Application_1152947139;20;User_25;1175;New credit;Extra spending limit;25000.0;A_Cancelled
11541;Application_1152947139;3;User_25;1175;New credit;Extra spending limit;25000.0;A_Cancelled
11542;Application_1152947139;0;User_25;1175;New credit;Extra spending limit;25000.0;A_Cancelled
11543;Application_1152947139;12;User_25;1175;New credit;Extra spending limit;25000.0;A_Cancelled
11544;Application_1152947139;13;User_25;1175;New credit;Extra spending limit;25000.0;A_Cancelled
11545;Application_1152947139;15;User_25;1175;New credit;Extra spending limit;25000.0;A_Cancelled
11546;Application_1152947139;18;User_25;1175;New credit;Extra spending limit;25000.0;A_Cancelled
11547;Application_1152947139;2;User_25;1175;New credit;Extra spending limit;25000.0;A_Cancelled
11548;Application_1152947139;11;User_25;1175;New credit;Extra spending limit;25000.0;A_Cancelled
11549;Application_1152947139;12;User_25;1175;New credit;Extra spending limit;25000.0;A_Cancelled
11550;Application_1152947139;13;User_25;1175;New credit;Extra spending limit;25000.0;A_Cancelled
11551;Application_1152947139;15;User_25;1175;New credit;Extra spending limit;25000.0;A_Cancelled
11552;Application_1152947139;11;User_25;1175;New credit;Extra spending limit;25000.0;A_Cancelled
11553;Application_1152947139;12;User_25;1175;New credit;Extra spending limit;25000.0;A_Cancelled
11554;Application_1152947139;13;User_25;1175;New credit;Extra spending limit;25000.0;A_Cancelled
11555;Application_1152947139;16;User_25;1175;New credit;Extra spending limit;25000.0;A_Cancelled
11556;Application_1152947139;1;User_1;1175;New credit;Extra spending limit;25000.0;A_Cancelled
12234;Application_327983119;4;User_1;1178;New credit;Existing loan takeover;15000.0;A_Denied
12235;Application_327983119;8;User_1;1178;New credit;Existing loan takeover;15000.0;A_Denied
12236;Application_327983119;3;User_1;1178;New credit;Existing loan takeover;15000.0;A_Denied
12237;Application_327983119;20;User_27;1178;New credit;Existing loan takeover;15000.0;A_Denied
12238;Application_327983119;0;User_27;1178;New credit;Existing loan takeover;15000.0;A_Denied
12239;Application_327983119;12;User_27;1178;New credit;Existing loan takeover;15000.0;A_Denied
12240;Application_327983119;13;User_27;1178;New credit;Existing loan takeover;15000.0;A_Denied
12241;Application_327983119;15;User_27;1178;New credit;Existing loan takeover;15000.0;A_Denied
12242;Application_327983119;18;User_27;1178;New credit;Existing loan takeover;15000.0;A_Denied
12243;Application_327983119;2;User_27;1178;New credit;Existing loan takeover;15000.0;A_Denied
12244;Application_327983119;12;User_13;1178;New credit;Existing loan takeover;15000.0;A_Denied
12245;Application_327983119;13;User_13;1178;New credit;Existing loan takeover;15000.0;A_Denied
12246;Application_327983119;11;User_112;1178;New credit;Existing loan takeover;15000.0;A_Denied
12247;Application_327983119;11;User_112;1178;New credit;Existing loan takeover;15000.0;A_Denied
12248;Application_327983119;12;User_112;1178;New credit;Existing loan takeover;15000.0;A_Denied
12249;Application_327983119;13;User_112;1178;New credit;Existing loan takeover;15000.0;A_Denied
12250;Application_327983119;16;User_112;1178;New credit;Existing loan takeover;15000.0;A_Denied
12251;Application_327983119;24;User_112;1178;New credit;Existing loan takeover;15000.0;A_Denied
12252;Application_327983119;9;User_112;1178;New credit;Existing loan takeover;15000.0;A_Denied
12253;Application_327983119;14;User_112;1178;New credit;Existing loan takeover;15000.0;A_Denied
12254;Application_327983119;5;User_87;1178;New credit;Existing loan takeover;15000.0;A_Denied
12576;Application_1942048129;4;User_1;1180;New credit;Other, see explanation;6000.0;A_Denied
12577;Application_1942048129;8;User_1;1180;New credit;Other, see explanation;6000.0;A_Denied
12578;Application_1942048129;3;User_1;1180;New credit;Other, see explanation;6000.0;A_Denied
12579;Application_1942048129;20;User_49;1180;New credit;Other, see explanation;6000.0;A_Denied
12580;Application_1942048129;0;User_17;1180;New credit;Other, see explanation;6000.0;A_Denied
12581;Application_1942048129;12;User_17;1180;New credit;Other, see explanation;6000.0;A_Denied
12582;Application_1942048129;13;User_17;1180;New credit;Other, see explanation;6000.0;A_Denied
12583;Application_1942048129;12;User_17;1180;New credit;Other, see explanation;6000.0;A_Denied
12584;Application_1942048129;13;User_17;1180;New credit;Other, see explanation;6000.0;A_Denied
12585;Application_1942048129;15;User_17;1180;New credit;Other, see explanation;6000.0;A_Denied
12586;Application_1942048129;15;User_17;1180;New credit;Other, see explanation;6000.0;A_Denied
12587;Application_1942048129;18;User_17;1180;New credit;Other, see explanation;6000.0;A_Denied
12588;Application_1942048129;2;User_17;1180;New credit;Other, see explanation;6000.0;A_Denied
12589;Application_1942048129;12;User_108;1180;New credit;Other, see explanation;6000.0;A_Denied
12590;Application_1942048129;13;User_108;1180;New credit;Other, see explanation;6000.0;A_Denied
12591;Application_1942048129;11;User_108;1180;New credit;Other, see explanation;6000.0;A_Denied
12592;Application_1942048129;12;User_108;1180;New credit;Other, see explanation;6000.0;A_Denied
12593;Application_1942048129;13;User_108;1180;New credit;Other, see explanation;6000.0;A_Denied
12594;Application_1942048129;15;User_108;1180;New credit;Other, see explanation;6000.0;A_Denied
12595;Application_1942048129;24;User_116;1180;New credit;Other, see explanation;6000.0;A_Denied
12596;Application_1942048129;9;User_116;1180;New credit;Other, see explanation;6000.0;A_Denied
12597;Application_1942048129;14;User_116;1180;New credit;Other, see explanation;6000.0;A_Denied
12598;Application_1942048129;5;User_100;1180;New credit;Other, see explanation;6000.0;A_Denied
13386;Application_224001459;4;User_1;475;New credit;Existing loan takeover;15000.0;A_Denied
13387;Application_224001459;8;User_1;475;New credit;Existing loan takeover;15000.0;A_Denied
13388;Application_224001459;21;User_5;475;New credit;Existing loan takeover;15000.0;A_Denied
13389;Application_224001459;20;User_5;475;New credit;Existing loan takeover;15000.0;A_Denied
13390;Application_224001459;3;User_5;475;New credit;Existing loan takeover;15000.0;A_Denied
13391;Application_224001459;0;User_41;475;New credit;Existing loan takeover;15000.0;A_Denied
13392;Application_224001459;12;User_41;475;New credit;Existing loan takeover;15000.0;A_Denied
13393;Application_224001459;13;User_41;475;New credit;Existing loan takeover;15000.0;A_Denied
13394;Application_224001459;15;User_41;475;New credit;Existing loan takeover;15000.0;A_Denied
13395;Application_224001459;18;User_41;475;New credit;Existing loan takeover;15000.0;A_Denied
13396;Application_224001459;2;User_41;475;New credit;Existing loan takeover;15000.0;A_Denied
13397;Application_224001459;12;User_21;475;New credit;Existing loan takeover;15000.0;A_Denied
13398;Application_224001459;13;User_21;475;New credit;Existing loan takeover;15000.0;A_Denied
13399;Application_224001459;15;User_21;475;New credit;Existing loan takeover;15000.0;A_Denied
13400;Application_224001459;12;User_28;475;New credit;Existing loan takeover;15000.0;A_Denied
13401;Application_224001459;13;User_28;475;New credit;Existing loan takeover;15000.0;A_Denied
13402;Application_224001459;15;User_28;475;New credit;Existing loan takeover;15000.0;A_Denied
13403;Application_224001459;24;User_95;475;New credit;Existing loan takeover;15000.0;A_Denied
13404;Application_224001459;9;User_118;475;New credit;Existing loan takeover;15000.0;A_Denied
13405;Application_224001459;14;User_118;475;New credit;Existing loan takeover;15000.0;A_Denied
13406;Application_224001459;5;User_95;475;New credit;Existing loan takeover;15000.0;A_Denied
14875;Application_299646442;4;User_44;1200;New credit;Existing loan takeover;42000.0;A_Denied
14876;Application_299646442;20;User_44;1200;New credit;Existing loan takeover;42000.0;A_Denied
14877;Application_299646442;3;User_44;1200;New credit;Existing loan takeover;42000.0;A_Denied
14878;Application_299646442;0;User_44;1200;New credit;Existing loan takeover;42000.0;A_Denied
14879;Application_299646442;12;User_44;1200;New credit;Existing loan takeover;42000.0;A_Denied
14880;Application_299646442;13;User_44;1200;New credit;Existing loan takeover;42000.0;A_Denied
14881;Application_299646442;12;User_44;1200;New credit;Existing loan takeover;42000.0;A_Denied
14882;Application_299646442;13;User_44;1200;New credit;Existing loan takeover;42000.0;A_Denied
14883;Application_299646442;12;User_44;1200;New credit;Existing loan takeover;42000.0;A_Denied
14884;Application_299646442;13;User_44;1200;New credit;Existing loan takeover;42000.0;A_Denied
14885;Application_299646442;12;User_44;1200;New credit;Existing loan takeover;42000.0;A_Denied
14886;Application_299646442;13;User_44;1200;New credit;Existing loan takeover;42000.0;A_Denied
14887;Application_299646442;16;User_44;1200;New credit;Existing loan takeover;42000.0;A_Denied
14888;Application_299646442;16;User_44;1200;New credit;Existing loan takeover;42000.0;A_Denied
14889;Application_299646442;16;User_44;1200;New credit;Existing loan takeover;42000.0;A_Denied
14890;Application_299646442;16;User_44;1200;New credit;Existing loan takeover;42000.0;A_Denied
14891;Application_299646442;18;User_44;1200;New credit;Existing loan takeover;42000.0;A_Denied
14892;Application_299646442;2;User_44;1200;New credit;Existing loan takeover;42000.0;A_Denied
14893;Application_299646442;12;User_13;1200;New credit;Existing loan takeover;42000.0;A_Denied
14894;Application_299646442;13;User_13;1200;New credit;Existing loan takeover;42000.0;A_Denied
14895;Application_299646442;15;User_13;1200;New credit;Existing loan takeover;42000.0;A_Denied
14896;Application_299646442;24;User_29;1200;New credit;Existing loan takeover;42000.0;A_Denied
14897;Application_299646442;9;User_117;1200;New credit;Existing loan takeover;42000.0;A_Denied
14898;Application_299646442;14;User_117;1200;New credit;Existing loan takeover;42000.0;A_Denied
14899;Application_299646442;5;User_29;1200;New credit;Existing loan takeover;42000.0;A_Denied
15964;Application_32340702;4;User_1;232;New credit;Home improvement;10000.0;A_Denied
15965;Application_32340702;8;User_1;232;New credit;Home improvement;10000.0;A_Denied
15966;Application_32340702;3;User_1;232;New credit;Home improvement;10000.0;A_Denied
15967;Application_32340702;20;User_27;232;New credit;Home improvement;10000.0;A_Denied
15968;Application_32340702;0;User_27;232;New credit;Home improvement;10000.0;A_Denied
15969;Application_32340702;12;User_27;232;New credit;Home improvement;10000.0;A_Denied
15970;Application_32340702;13;User_27;232;New credit;Home improvement;10000.0;A_Denied
15971;Application_32340702;12;User_27;232;New credit;Home improvement;10000.0;A_Denied
15972;Application_32340702;13;User_27;232;New credit;Home improvement;10000.0;A_Denied
15973;Application_32340702;15;User_27;232;New credit;Home improvement;10000.0;A_Denied
15974;Application_32340702;15;User_27;232;New credit;Home improvement;10000.0;A_Denied
15975;Application_32340702;18;User_27;232;New credit;Home improvement;10000.0;A_Denied
15976;Application_32340702;2;User_27;232;New credit;Home improvement;10000.0;A_Denied
15977;Application_32340702;12;User_28;232;New credit;Home improvement;10000.0;A_Denied
15978;Application_32340702;13;User_28;232;New credit;Home improvement;10000.0;A_Denied
15979;Application_32340702;15;User_28;232;New credit;Home improvement;10000.0;A_Denied
15980;Application_32340702;24;User_115;232;New credit;Home improvement;10000.0;A_Denied
15981;Application_32340702;9;User_117;232;New credit;Home improvement;10000.0;A_Denied
15982;Application_32340702;14;User_117;232;New credit;Home improvement;10000.0;A_Denied
15983;Application_32340702;5;User_115;232;New credit;Home improvement;10000.0;A_Denied
17719;Application_607556337;4;User_1;1219;New credit;Car;8500.0;A_Denied
17720;Application_607556337;8;User_1;1219;New credit;Car;8500.0;A_Denied
17721;Application_607556337;3;User_1;1219;New credit;Car;8500.0;A_Denied
17722;Application_607556337;20;User_10;1219;New credit;Car;8500.0;A_Denied
17723;Application_607556337;0;User_10;1219;New credit;Car;8500.0;A_Denied
17724;Application_607556337;12;User_10;1219;New credit;Car;8500.0;A_Denied
17725;Application_607556337;13;User_10;1219;New credit;Car;8500.0;A_Denied
17726;Application_607556337;15;User_10;1219;New credit;Car;8500.0;A_Denied
17727;Application_607556337;18;User_10;1219;New credit;Car;8500.0;A_Denied
17728;Application_607556337;2;User_10;1219;New credit;Car;8500.0;A_Denied
17729;Application_607556337;12;User_27;1219;New credit;Car;8500.0;A_Denied
17730;Application_607556337;13;User_27;1219;New credit;Car;8500.0;A_Denied
17731;Application_607556337;15;User_27;1219;New credit;Car;8500.0;A_Denied
17732;Application_607556337;12;User_92;1219;New credit;Car;8500.0;A_Denied
17733;Application_607556337;13;User_92;1219;New credit;Car;8500.0;A_Denied
17734;Application_607556337;12;User_92;1219;New credit;Car;8500.0;A_Denied
17735;Application_607556337;13;User_92;1219;New credit;Car;8500.0;A_Denied
17736;Application_607556337;15;User_92;1219;New credit;Car;8500.0;A_Denied
17737;Application_607556337;15;User_92;1219;New credit;Car;8500.0;A_Denied
17738;Application_607556337;24;User_30;1219;New credit;Car;8500.0;A_Denied
17739;Application_607556337;9;User_116;1219;New credit;Car;8500.0;A_Denied
17740;Application_607556337;14;User_116;1219;New credit;Car;8500.0;A_Denied
17741;Application_607556337;5;User_30;1219;New credit;Car;8500.0;A_Denied
18150;Application_32948449;4;User_13;1225;New credit;Car;10000.0;A_Cancelled
18151;Application_32948449;20;User_13;1225;New credit;Car;10000.0;A_Cancelled
18152;Application_32948449;3;User_13;1225;New credit;Car;10000.0;A_Cancelled
18153;Application_32948449;0;User_13;1225;New credit;Car;10000.0;A_Cancelled
18154;Application_32948449;12;User_13;1225;New credit;Car;10000.0;A_Cancelled
18155;Application_32948449;13;User_13;1225;New credit;Car;10000.0;A_Cancelled
18156;Application_32948449;15;User_13;1225;New credit;Car;10000.0;A_Cancelled
18157;Application_32948449;18;User_13;1225;New credit;Car;10000.0;A_Cancelled
18158;Application_32948449;2;User_13;1225;New credit;Car;10000.0;A_Cancelled
18159;Application_32948449;24;User_113;1225;New credit;Car;10000.0;A_Cancelled
18160;Application_32948449;9;User_113;1225;New credit;Car;10000.0;A_Cancelled
18161;Application_32948449;14;User_113;1225;New credit;Car;10000.0;A_Cancelled
18162;Application_32948449;19;User_17;1225;New credit;Car;10000.0;A_Cancelled
18163;Application_32948449;6;User_100;1225;New credit;Car;10000.0;A_Cancelled
18164;Application_32948449;12;User_28;1225;New credit;Car;10000.0;A_Cancelled
18165;Application_32948449;13;User_28;1225;New credit;Car;10000.0;A_Cancelled
18166;Application_32948449;16;User_28;1225;New credit;Car;10000.0;A_Cancelled
18167;Application_32948449;12;User_27;1225;New credit;Car;10000.0;A_Cancelled
18168;Application_32948449;13;User_27;1225;New credit;Car;10000.0;A_Cancelled
18169;Application_32948449;15;User_27;1225;New credit;Car;10000.0;A_Cancelled
18170;Application_32948449;1;User_17;1225;New credit;Car;10000.0;A_Cancelled
21910;Application_1203742645;4;User_27;1249;New credit;Other, see explanation;40000.0;A_Denied
21911;Application_1203742645;20;User_27;1249;New credit;Other, see explanation;40000.0;A_Denied
21912;Application_1203742645;3;User_27;1249;New credit;Other, see explanation;40000.0;A_Denied
21913;Application_1203742645;0;User_27;1249;New credit;Other, see explanation;40000.0;A_Denied
21914;Application_1203742645;12;User_27;1249;New credit;Other, see explanation;40000.0;A_Denied
21915;Application_1203742645;13;User_27;1249;New credit;Other, see explanation;40000.0;A_Denied
21916;Application_1203742645;12;User_27;1249;New credit;Other, see explanation;40000.0;A_Denied
21917;Application_1203742645;13;User_27;1249;New credit;Other, see explanation;40000.0;A_Denied
21918;Application_1203742645;15;User_27;1249;New credit;Other, see explanation;40000.0;A_Denied
21919;Application_1203742645;15;User_27;1249;New credit;Other, see explanation;40000.0;A_Denied
21920;Application_1203742645;18;User_27;1249;New credit;Other, see explanation;40000.0;A_Denied
21921;Application_1203742645;2;User_27;1249;New credit;Other, see explanation;40000.0;A_Denied
21922;Application_1203742645;12;User_18;1249;New credit;Other, see explanation;40000.0;A_Denied
21923;Application_1203742645;13;User_18;1249;New credit;Other, see explanation;40000.0;A_Denied
21924;Application_1203742645;15;User_18;1249;New credit;Other, see explanation;40000.0;A_Denied
21925;Application_1203742645;12;User_21;1249;New credit;Other, see explanation;40000.0;A_Denied
21926;Application_1203742645;13;User_21;1249;New credit;Other, see explanation;40000.0;A_Denied
21927;Application_1203742645;15;User_21;1249;New credit;Other, see explanation;40000.0;A_Denied
21928;Application_1203742645;24;User_87;1249;New credit;Other, see explanation;40000.0;A_Denied
21929;Application_1203742645;9;User_114;1249;New credit;Other, see explanation;40000.0;A_Denied
21930;Application_1203742645;14;User_114;1249;New credit;Other, see explanation;40000.0;A_Denied
21931;Application_1203742645;17;User_144;1249;New credit;Other, see explanation;40000.0;A_Denied
21932;Application_1203742645;24;User_144;1249;New credit;Other, see explanation;40000.0;A_Denied
21933;Application_1203742645;5;User_87;1249;New credit;Other, see explanation;40000.0;A_Denied
24683;Application_791250493;4;User_43;1271;New credit;Unknown;13000.0;A_Denied
24684;Application_791250493;20;User_43;1271;New credit;Unknown;13000.0;A_Denied
24685;Application_791250493;3;User_43;1271;New credit;Unknown;13000.0;A_Denied
24686;Application_791250493;0;User_43;1271;New credit;Unknown;13000.0;A_Denied
24687;Application_791250493;12;User_43;1271;New credit;Unknown;13000.0;A_Denied
24688;Application_791250493;13;User_43;1271;New credit;Unknown;13000.0;A_Denied
24689;Application_791250493;15;User_43;1271;New credit;Unknown;13000.0;A_Denied
24690;Application_791250493;18;User_43;1271;New credit;Unknown;13000.0;A_Denied
24691;Application_791250493;2;User_43;1271;New credit;Unknown;13000.0;A_Denied
24692;Application_791250493;12;User_85;1271;New credit;Unknown;13000.0;A_Denied
24693;Application_791250493;13;User_85;1271;New credit;Unknown;13000.0;A_Denied
24694;Application_791250493;15;User_85;1271;New credit;Unknown;13000.0;A_Denied
24695;Application_791250493;12;User_85;1271;New credit;Unknown;13000.0;A_Denied
24696;Application_791250493;13;User_85;1271;New credit;Unknown;13000.0;A_Denied
24697;Application_791250493;15;User_85;1271;New credit;Unknown;13000.0;A_Denied
24698;Application_791250493;5;User_144;1271;New credit;Unknown;13000.0;A_Denied
25489;Application_1648118746;4;User_1;232;New credit;Home improvement;20000.0;A_Denied
25490;Application_1648118746;8;User_1;232;New credit;Home improvement;20000.0;A_Denied
25491;Application_1648118746;3;User_1;232;New credit;Home improvement;20000.0;A_Denied
25492;Application_1648118746;20;User_108;232;New credit;Home improvement;20000.0;A_Denied
25493;Application_1648118746;0;User_35;232;New credit;Home improvement;20000.0;A_Denied
25494;Application_1648118746;12;User_35;232;New credit;Home improvement;20000.0;A_Denied
25495;Application_1648118746;13;User_35;232;New credit;Home improvement;20000.0;A_Denied
25496;Application_1648118746;12;User_35;232;New credit;Home improvement;20000.0;A_Denied
25497;Application_1648118746;13;User_35;232;New credit;Home improvement;20000.0;A_Denied
25498;Application_1648118746;15;User_35;232;New credit;Home improvement;20000.0;A_Denied
25499;Application_1648118746;15;User_35;232;New credit;Home improvement;20000.0;A_Denied
25500;Application_1648118746;18;User_35;232;New credit;Home improvement;20000.0;A_Denied
25501;Application_1648118746;2;User_35;232;New credit;Home improvement;20000.0;A_Denied
25502;Application_1648118746;12;User_85;232;New credit;Home improvement;20000.0;A_Denied
25503;Application_1648118746;13;User_85;232;New credit;Home improvement;20000.0;A_Denied
25504;Application_1648118746;15;User_85;232;New credit;Home improvement;20000.0;A_Denied
25505;Application_1648118746;24;User_29;232;New credit;Home improvement;20000.0;A_Denied
25506;Application_1648118746;9;User_118;232;New credit;Home improvement;20000.0;A_Denied
25507;Application_1648118746;14;User_118;232;New credit;Home improvement;20000.0;A_Denied
25508;Application_1648118746;5;User_29;232;New credit;Home improvement;20000.0;A_Denied
27725;Application_941143913;4;User_1;475;New credit;Existing loan takeover;10000.0;A_Denied
27726;Application_941143913;8;User_1;475;New credit;Existing loan takeover;10000.0;A_Denied
27727;Application_941143913;21;User_18;475;New credit;Existing loan takeover;10000.0;A_Denied
27728;Application_941143913;20;User_18;475;New credit;Existing loan takeover;10000.0;A_Denied
27729;Application_941143913;3;User_18;475;New credit;Existing loan takeover;10000.0;A_Denied
27730;Application_941143913;0;User_18;475;New credit;Existing loan takeover;10000.0;A_Denied
27731;Application_941143913;12;User_18;475;New credit;Existing loan takeover;10000.0;A_Denied
27732;Application_941143913;13;User_18;475;New credit;Existing loan takeover;10000.0;A_Denied
27733;Application_941143913;15;User_18;475;New credit;Existing loan takeover;10000.0;A_Denied
27734;Application_941143913;18;User_18;475;New credit;Existing loan takeover;10000.0;A_Denied
27735;Application_941143913;2;User_18;475;New credit;Existing loan takeover;10000.0;A_Denied
27736;Application_941143913;12;User_10;475;New credit;Existing loan takeover;10000.0;A_Denied
27737;Application_941143913;13;User_10;475;New credit;Existing loan takeover;10000.0;A_Denied
27738;Application_941143913;15;User_10;475;New credit;Existing loan takeover;10000.0;A_Denied
27739;Application_941143913;12;User_73;475;New credit;Existing loan takeover;10000.0;A_Denied
27740;Application_941143913;13;User_73;475;New credit;Existing loan takeover;10000.0;A_Denied
27741;Application_941143913;15;User_73;475;New credit;Existing loan takeover;10000.0;A_Denied
27742;Application_941143913;24;User_115;475;New credit;Existing loan takeover;10000.0;A_Denied
27743;Application_941143913;9;User_113;475;New credit;Existing loan takeover;10000.0;A_Denied
27744;Application_941143913;14;User_113;475;New credit;Existing loan takeover;10000.0;A_Denied
27745;Application_941143913;5;User_115;475;New credit;Existing loan takeover;10000.0;A_Denied
31692;Application_1691560307;4;User_1;1318;New credit;Existing loan takeover;25000.0;A_Denied
31693;Application_1691560307;8;User_1;1318;New credit;Existing loan takeover;25000.0;A_Denied
31694;Application_1691560307;3;User_1;1318;New credit;Existing loan takeover;25000.0;A_Denied
31695;Application_1691560307;20;User_71;1318;New credit;Existing loan takeover;25000.0;A_Denied
31696;Application_1691560307;0;User_71;1318;New credit;Existing loan takeover;25000.0;A_Denied
31697;Application_1691560307;12;User_71;1318;New credit;Existing loan takeover;25000.0;A_Denied
31698;Application_1691560307;13;User_71;1318;New credit;Existing loan takeover;25000.0;A_Denied
31699;Application_1691560307;12;User_71;1318;New credit;Existing loan takeover;25000.0;A_Denied
31700;Application_1691560307;13;User_71;1318;New credit;Existing loan takeover;25000.0;A_Denied
31701;Application_1691560307;12;User_71;1318;New credit;Existing loan takeover;25000.0;A_Denied
31702;Application_1691560307;13;User_71;1318;New credit;Existing loan takeover;25000.0;A_Denied
31703;Application_1691560307;12;User_71;1318;New credit;Existing loan takeover;25000.0;A_Denied
31704;Application_1691560307;13;User_71;1318;New credit;Existing loan takeover;25000.0;A_Denied
31705;Application_1691560307;11;User_71;1318;New credit;Existing loan takeover;25000.0;A_Denied
31706;Application_1691560307;11;User_71;1318;New credit;Existing loan takeover;25000.0;A_Denied
31707;Application_1691560307;15;User_71;1318;New credit;Existing loan takeover;25000.0;A_Denied
31708;Application_1691560307;15;User_71;1318;New credit;Existing loan takeover;25000.0;A_Denied
31709;Application_1691560307;18;User_71;1318;New credit;Existing loan takeover;25000.0;A_Denied
31710;Application_1691560307;2;User_71;1318;New credit;Existing loan takeover;25000.0;A_Denied
31711;Application_1691560307;12;User_73;1318;New credit;Existing loan takeover;25000.0;A_Denied
31712;Application_1691560307;13;User_73;1318;New credit;Existing loan takeover;25000.0;A_Denied
31713;Application_1691560307;15;User_73;1318;New credit;Existing loan takeover;25000.0;A_Denied
31714;Application_1691560307;24;User_30;1318;New credit;Existing loan takeover;25000.0;A_Denied
31715;Application_1691560307;9;User_112;1318;New credit;Existing loan takeover;25000.0;A_Denied
31716;Application_1691560307;14;User_112;1318;New credit;Existing loan takeover;25000.0;A_Denied
31717;Application_1691560307;5;User_30;1318;New credit;Existing loan takeover;25000.0;A_Denied
32461;Application_431447847;4;User_1;1327;New credit;Existing loan takeover;15000.0;A_Denied
32462;Application_431447847;8;User_1;1327;New credit;Existing loan takeover;15000.0;A_Denied
32463;Application_431447847;3;User_1;1327;New credit;Existing loan takeover;15000.0;A_Denied
32464;Application_431447847;20;User_14;1327;New credit;Existing loan takeover;15000.0;A_Denied
32465;Application_431447847;0;User_14;1327;New credit;Existing loan takeover;15000.0;A_Denied
32466;Application_431447847;12;User_14;1327;New credit;Existing loan takeover;15000.0;A_Denied
32467;Application_431447847;13;User_14;1327;New credit;Existing loan takeover;15000.0;A_Denied
32468;Application_431447847;12;User_14;1327;New credit;Existing loan takeover;15000.0;A_Denied
32469;Application_431447847;13;User_14;1327;New credit;Existing loan takeover;15000.0;A_Denied
32470;Application_431447847;15;User_14;1327;New credit;Existing loan takeover;15000.0;A_Denied
32471;Application_431447847;15;User_14;1327;New credit;Existing loan takeover;15000.0;A_Denied
32472;Application_431447847;18;User_14;1327;New credit;Existing loan takeover;15000.0;A_Denied
32473;Application_431447847;2;User_14;1327;New credit;Existing loan takeover;15000.0;A_Denied
32474;Application_431447847;12;User_73;1327;New credit;Existing loan takeover;15000.0;A_Denied
32475;Application_431447847;13;User_73;1327;New credit;Existing loan takeover;15000.0;A_Denied
